,State,County,Risk_Score,Risk_Rating,IXP_Count,Region,Regional Electricity Demand,State Emissions Level,Utility Annual Energy Savings (MWh),SAIFI Major Events,CAIDI w/o Major Events,CAIDI w/ Major Events,Commercial Generation Rank,Total Generation Rank
1821,FL,Lafayette County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1822,FL,Lake,95.22748965956092,Relatively Moderate,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1823,FL,Lake County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1824,FL,Lee,99.49093223035317,Relatively High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1825,FL,Lee County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1826,FL,Leon,94.55933821189946,Relatively Moderate,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1827,FL,Leon County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1828,FL,Levy,83.26439707286033,Relatively Moderate,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1829,FL,Levy County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1830,FL,Liberty,40.5663378937321,Very Low,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1831,FL,Liberty County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1832,FL,Madison,70.3468024180719,Relatively Low,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1833,FL,Madison County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1834,FL,Manatee,98.44097995545656,Relatively High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1835,FL,Manatee County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1836,FL,Marion,96.2456251988546,Relatively High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1837,FL,Marion County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1838,FL,Martin,96.53197581928094,Relatively High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1839,FL,Martin County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1840,FL,Miami-Dade,99.80909958638244,Very High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1841,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1842,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1843,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1844,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1845,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1846,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1847,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1848,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1849,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1850,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1851,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1852,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1853,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,High,Low,84.1,157.7,High,High
1854,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,High,Low,84.1,157.7,High,High
1855,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,High,Low,84.1,157.7,High,High
1856,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,High,Low,84.1,157.7,High,High
1857,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,High,Low,84.1,157.7,High,High
1858,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,High,Low,84.1,157.7,High,High
1859,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1860,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1861,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1862,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1863,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1864,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1865,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1866,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1867,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1868,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1869,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1870,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1871,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1872,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1873,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1874,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1875,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1876,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1877,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1878,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1879,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1880,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1881,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1882,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1883,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1884,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1885,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1886,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1887,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1888,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1889,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1890,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1891,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1892,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1893,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1894,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1895,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1896,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1897,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1898,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1899,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1900,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1901,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1902,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1903,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1904,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1905,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1906,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1907,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1908,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1909,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1910,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1911,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1912,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1913,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,High,Low,84.1,157.7,High,High
1914,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,High,Low,84.1,157.7,High,High
1915,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,High,Low,84.1,157.7,High,High
1916,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,High,Low,84.1,157.7,High,High
1917,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,High,Low,84.1,157.7,High,High
1918,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,High,Low,84.1,157.7,High,High
1919,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1920,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1921,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1922,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1923,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1924,FL,Miami-Dade County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1925,FL,Miami-Dade County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1926,FL,Monroe,95.92745784282532,Relatively High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1927,FL,Monroe County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1928,FL,Nassau,83.07349665924275,Relatively Moderate,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1929,FL,Nassau County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1930,FL,Okaloosa,97.4228444161629,Relatively High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1931,FL,Okaloosa County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1932,FL,Okeechobee,87.59147311485842,Relatively Moderate,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1933,FL,Okeechobee County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1934,FL,Orange,98.56824689786828,Relatively High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1935,FL,Orange County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1936,FL,Orange County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1937,FL,Orange County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1938,FL,Orange County,Unknown,Unknown,10.0,FLA,Moderate,High,High,Low,84.1,157.7,High,High
1939,FL,Orange County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1940,FL,Orange County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1941,FL,Orange County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1942,FL,Orange County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1943,FL,Orange County,Unknown,Unknown,10.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1944,FL,Orange County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1945,FL,Orange County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1946,FL,Orange County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1947,FL,Orange County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1948,FL,Orange County,Unknown,Unknown,10.0,FLA,Moderate,High,High,Low,84.1,157.7,High,High
1949,FL,Orange County,Unknown,Unknown,10.0,FLA,Moderate,High,Moderate,Low,84.1,157.7,High,High
1950,FL,Osceola,95.13203945275215,Relatively Moderate,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1951,FL,Osceola County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1952,FL,Palm Beach,99.71364937957364,Very High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1953,FL,Palm Beach County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1954,FL,Pasco,99.04549793191218,Relatively High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1955,FL,Pasco County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1956,FL,Pinellas,99.20458160992682,Relatively High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1957,FL,Pinellas County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1958,FL,Polk,98.02736239261851,Relatively High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1959,FL,Polk County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1960,FL,Putnam,90.16862869869551,Relatively Moderate,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1961,FL,Putnam County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1962,FL,Santa Rosa,95.51384027998728,Relatively High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1963,FL,Santa Rosa County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1964,FL,Sarasota,98.40916321985364,Relatively High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1965,FL,Sarasota County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1966,FL,Seminole,95.64110722239896,Relatively High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1967,FL,Seminole County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1968,FL,St. Johns,94.1457206490614,Relatively Moderate,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1969,FL,St. Johns County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1970,FL,St. Lucie,98.31371301304486,Relatively High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1971,FL,St. Lucie County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1972,FL,Sumter,88.92777601018136,Relatively Moderate,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1973,FL,Sumter County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1974,FL,Suwannee,82.15081132675788,Relatively Low,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1975,FL,Suwannee County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1976,FL,Taylor,74.00572701240851,Relatively Low,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1977,FL,Taylor County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1978,FL,Union,43.07986000636336,Very Low,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1979,FL,Union County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1980,FL,Volusia,97.51829462297168,Relatively High,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1981,FL,Volusia County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1982,FL,Wakulla,68.59688195991092,Relatively Low,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1983,FL,Wakulla County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1984,FL,Walton,94.68660515431117,Relatively Moderate,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1985,FL,Walton County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1986,FL,Washington,87.71874005727011,Relatively Moderate,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1987,FL,Washington County,Unknown,Unknown,1400.0,FLA,Moderate,High,Low,Low,84.1,157.7,High,High
1988,GA,Appling,72.31944002545339,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
1989,GA,Appling County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
1990,GA,Atkinson,41.13903913458479,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
1991,GA,Atkinson County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
1992,GA,Bacon,48.74323894368438,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
1993,GA,Bacon County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
1994,GA,Baker,10.722239898186446,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
1995,GA,Baker County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
1996,GA,Baldwin,42.15717467387846,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
1997,GA,Baldwin County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
1998,GA,Banks,19.91727648743239,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
1999,GA,Banks County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2000,GA,Barrow,54.69296850143175,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2001,GA,Barrow County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2002,GA,Bartow,73.52847597836461,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2003,GA,Bartow County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2004,GA,Ben Hill,41.52083996181992,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2005,GA,Ben Hill County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2006,GA,Berrien,54.08845052497614,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2007,GA,Berrien County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2008,GA,Bibb,76.42379891823097,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2009,GA,Bibb County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2010,GA,Bleckley,15.908367801463568,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2011,GA,Bleckley County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2012,GA,Brantley,57.46102449888642,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2013,GA,Brantley County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2014,GA,Brooks,52.37034680241808,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2015,GA,Brooks County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2016,GA,Bryan,87.52783964365254,Relatively Moderate,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2017,GA,Bryan County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2018,GA,Bulloch,89.21412663060771,Relatively Moderate,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2019,GA,Bulloch County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2020,GA,Burke,58.3837098313713,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2021,GA,Burke County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2022,GA,Butts,16.60833598472797,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2023,GA,Butts County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2024,GA,Calhoun,25.96245625198855,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2025,GA,Calhoun County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2026,GA,Camden,85.30066815144765,Relatively Moderate,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2027,GA,Camden County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2028,GA,Candler,40.18453706649698,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2029,GA,Candler County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2030,GA,Carroll,76.64651606745147,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2031,GA,Carroll County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2032,GA,Catoosa,62.16990136811963,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2033,GA,Catoosa County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2034,GA,Charlton,56.63378937321031,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2035,GA,Charlton County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2036,GA,Chatham,98.66369710467704,Relatively High,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2037,GA,Chatham County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2038,GA,Chattahoochee,3.308940502704422,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2039,GA,Chattahoochee County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2040,GA,Chattooga,54.72478523703468,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2041,GA,Chattooga County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2042,GA,Cherokee,82.65987909640471,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2043,GA,Cherokee County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2044,GA,Clarke,67.73783009863187,Relatively Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2045,GA,Clarke County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2046,GA,Clay,14.285714285714285,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2047,GA,Clay County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2048,GA,Clayton,86.47788736875597,Relatively Moderate,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2049,GA,Clayton County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2050,GA,Clinch,35.92109449570474,Very Low,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2051,GA,Clinch County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2052,GA,Cobb,92.20489977728286,Relatively Moderate,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
2053,GA,Cobb County,Unknown,Unknown,300.0,SE,Moderate,Moderate,High,High,100.8,185.2,Unknown,Unknown
