REPORTING YEAR,FACILITY NAME,GHGRP ID,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2019,Caesars Entertainment Consolidated Properties Source ID 257,1005508,36.11736,-115.17368,Las Vegas,CLARK COUNTY,NV,89109,CAESARS ENTERTAINMENT CORP (100%),56406,C
2019,Cairo Public Utility,1011331,37.00249,-89.16794,Cairo,,IL,62914,CITY OF CAIRO (100%),669,"NN,W"
2019,Caithness Long Island Energy Center,1000450,40.8142,-72.9403,Yaphank,Suffolk,NY,11719,CAITHNESS LONG ISLAND LLC (100%),815204,"C,D"
2019,Caja del Rio Landfill,1006724,35.68111,-106.09138,Santa Fe,SANTA FE COUNTY,NM,87506,SANTA FE SOLID WASTE MANAGEMENT AGENCY (100%),31058,"C,HH"
2019,CalNRG  Santa Clara Valley Gas Plant,1005321,34.388343,-118.796962,PIRU,VENTURA COUNTY,CA,93040,CALIFORNIA RESOURCES CORP (100%),21910,"C,NN,W"
2019,CalNRG- Lynch Canyon Field,1011804,35.97882,-120.87856,San Ardo,,CA,93450,EAGLE PETROLEUM LLC (100%),28930,W
2019,CalNRG- Ventura Basin Gathering and Boosting,1012351,34.2769462,-119.2769253,Ventura,,CA,93001,CALIFORNIA RESOURCES CORP (100%),40456,W
2019,CalPortland Company Mojave Plant,1006842,35.03837,-118.2977,Mojave,KERN COUNTY,CA,93501,TAIHEIYO CEMENT USA INC (100%),1124098,"C,H"
2019,CalPortland Company Oro Grande Plant,1007927,34.6045,-117.3382,Oro Grande,SAN BERNARDINO COUNTY,CA,92368,TAIHEIYO CEMENT USA INC (100%),1250996,"C,H"
2019,CalPortland Company Rillito Plant,1006669,32.4108,-111.15055,Rillito,PIMA COUNTY,AZ,85654,TAIHEIYO CEMENT USA INC (100%),893556,"C,H"
2019,CalPortland Redding Cement Plant,1004612,40.7369,-122.3223,REDDING,SHASTA COUNTY,CA,96003,LEHIGH HANSON INC (100%),293213,"C,H"
2019,Calcasieu Plant,1001342,30.1603,-93.3458,SULPHUR,Calcasieu,LA,70665,ENTERGY CORP (100%),70898,"C,D"
2019,Caledonia,1001357,33.6464,-88.2717,STEENS,Lowndes,MS,39766,US GOVERNMENT (%),1500143,"C,D"
2019,Calhoun Generating Facility,1000812,33.5883,-85.9731,EASTABOGA,Calhoun,AL,36260,CALHOUN POWER CO LLC (100%),190830,"C,D"
2019,Caliche Canyon Landfill,1005482,33.655501,-101.775171,Lubbock,LUBBOCK COUNTY,TX,79403,CITY OF LUBBOCK TEXAS (100%),76116,HH
2019,"California Dairies, Inc. - Turlock North",1012990,37.50042,-120.8808,Turlock,STANISLAUS COUNTY,CA,95380,CALIFORNIA DAIRIES INC (100%),19423,C
2019,California Institute of Technology,1002105,34.13433,-118.12652,Pasadena,LOS ANGELES COUNTY,CA,91125,CALIFORNIA INSTITUTE OF TECHNOLOGY (100%),60336,C
2019,"California Resources Elk Hills, LLC - Gas Processing and Power Generation",1005164,35.24084,-119.36056,TUPMAN,KERN COUNTY,CA,93276,CALIFORNIA RESOURCES CORP (100%),1523196,"C,D,NN,W"
2019,California Resources Production Corporation  Sacramento Valley Basin 730,1008405,34.05893,-118.44336,Bakersfield,,CA,93311,CALIFORNIA RESOURCES CORP (100%),7020,W
2019,California Resources Production Corporation  San Joaquin Valley Basin 745,1008402,34.05893,-118.44336,Bakersfield,,CA,93311,CALIFORNIA RESOURCES CORP (100%),45060,W
2019,California Resources Production Corporation- LA Basin Gathering and Boosting,1012348,33.7415317,-118.1941785,Long Beach,,CA,90802,CALIFORNIA RESOURCES CORP (100%),219337,W
2019,California Street Landfill,1010207,34.08907,-117.21742,City of Redlands,SAN BERNARDINO COUNTY,CA,92373,CITY OF REDLANDS MUNICIPAL UTILITIES DEPARTMENT (100%),22130,HH
2019,Callon (Permian) LLC - Basin 430,1013155,29.752554,-95.3704009,Houston,,TX,77042,CARRIZO OIL & GAS INC (100%),184924,W
2019,Callon (Permian) LLC - Basin 430 GB,1013338,29.74598,-95.55834,Houston,HARRIS COUNTY,TX,77042,CARRIZO OIL & GAS INC (100%),221264,W
2019,Callon Permian Basin Gathering and Boosting,1013307,29.75777,-95.61867,Houston,HARRIS COUNTY,TX,77042,CALLON PETROLEUM CO (100%),141150,W
2019,Callon Permian Basin Operations,1012129,31.5758013,-91.3276422,Houston,,TX,77042,CALLON PETROLEUM CO (100%),203768,W
2019,"Calpine Gilroy Cogen, LP",1000453,37.0001,-121.5367,GILROY,Santa Clara,CA,95020,VOLT PARENT LP (100%),45373,"C,D"
2019,Calpine Hidalgo Energy Center,1007233,26.3389,-98.1708,EDINBURG,Hidalgo,TX,78539,VOLT PARENT LP (78.5%); PUBLIC UTILITIES BOARD OF THE CITY OF BROWNSVILLE TEXAS (21.5%),1043145,D
2019,"Calpine King City Cogen, LLC",1000597,36.2257,-121.1279,King City,MONTEREY COUNTY,CA,93930,VOLT PARENT LP (100%),76963,C
2019,Calpine Sutter Energy Center,1001320,39.0531,-121.6939,YUBA CITY,Sutter,CA,95993,VOLT PARENT LP (100%),261836,D
2019,"Calumet Energy Team, LLC",1005756,41.6835,-87.5563,CHICAGO,Cook,IL,60617,Vistra Energy Corp (100%),7666,D
2019,"Calumet Montana Refining, LLC",1007739,47.523611,-111.294167,GREAT FALLS,CASCADE COUNTY,MT,59404,CALUMET SPECIALTY PRODUCTS PARTNERS LP (100%),311235,"C,MM,P,Y"
2019,Cambria Cogen,1001220,40.4748,-78.7021,EBENSBURG,Cambria,PA,15931,NORTHERN STAR GENERATION LLC (100%),160150,D
2019,Cambridge Station,1000468,45.601,-93.2081,CAMBRIDGE,Isanti,MN,55008,GREAT RIVER ENERGY (100%),28722,"C,D"
2019,Camden County SR 110 MSW Landfill,1003933,30.963831,-81.722855,Woodbine,CAMDEN COUNTY,GA,31569,CAMDEN COUNTY GOVERNMENT (100%),88929,HH
2019,"Camden Plant Holding, LLC",1001226,39.9175,-75.1192,CAMDEN,Camden,NJ,8104,TALEN ENERGY CORP (100%),33239,"C,D"
2019,"Cameron LNG, LLC",1013553,30.03898,-93.33638,Hackberry,CAMERON PARISH,LA,70645,SEMPRA ENERGY (100%),921328,"C,W"
2019,Camp Creek Treater,1005847,31.0467,-96.2631,Franklin,ROBERTSON COUNTY,TX,77856,ENERGY TRANSFER LP (100%),43553,"C,W"
2019,Campbell County Landfill No.2,1011229,44.39256,-105.490383,Gillette,CAMPBELL COUNTY,WY,82716,COUNTY OF CAMPELL WYOMING (100%),32812,"C,HH"
2019,Campbell Power Plant,1001130,38.511,-121.4735,SACRAMENTO,Sacramento,CA,95824,SACRAMENTO POWER AUTHORITY (100%),287398,"C,D"
2019,Campo Viejo Gas Processing Plant,1013609,33.149918,-102.991166,Plains,YOAKUM COUNTY,TX,79355,"Stakeholder Gas Services, LLC (100%)",88743,"C,UU,W"
2019,Cana Gas Plant,1001589,35.535,-98.099,Calumet,CANADIAN COUNTY,OK,73014,ENLINK MIDSTREAM LLC (100%),217471,"C,W"
2019,Canaday,1006660,40.6941,-99.7005,LEXINGTON,Gosper,NE,68850,NEBRASKA PUBLIC POWER DISTRICT (100%),981,"C,D"
2019,Canal Station,1000658,41.7694,-70.5097,SANDWICH,Barnstable,MA,2563,STONEPEAK INFRASTRUCTURE FUND II LP (100%),58467,"C,D"
2019,Cane Hill Compressor Station,1011960,32.20023,-92.113087,Columbia,CALDWELL PARISH,LA,71418,ENERGY TRANSFER LP (100%),36075,"C,W"
2019,Cane Island,1001098,28.2764,-81.533,INTERCESSION CITY,Osceola,FL,33848,FLORIDA MUNICIPAL POWER AGENCY (100%),1423617,"C,D"
2019,Cane Run,1006509,38.1828,-85.8894,Louisville,JEFFERSON COUNTY,KY,40216,PPL CORP (100%),1918578,"C,D"
2019,Cannon Falls Energy Center,1000488,44.5364,-92.9147,CANNON FALLS,Goodhue,MN,55009,INVENERGY LLC (51%); MARUBENI AMERICA CORP (49%),65452,"C,D"
2019,Canton Drop Forge,1009529,40.7815,-81.43072,Canton,STARK COUNTY,OH,44706,PARK-OHIO HOLDINGS CORP (100%),38259,C
2019,Canton Refinery,1005390,40.7736,-81.4146,CANTON,STARK COUNTY,OH,44706,MARATHON PETROLEUM CORP (100%),565274,"C,MM,Y"
2019,Canute (El Paso) Compressor Station,1008725,35.42348,-99.278834,Canute,,OK,73626,ENABLE MIDSTREAM PARTNERS LP (100%),17023,"C,W"
2019,Canyon Power Plant,1000566,33.8581,-117.8616,"Anaheim, CA",Orange,CA,92806,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY (100%),72182,D
2019,Cape Canaveral,1007650,28.4694,-80.7642,COCOA,Brevard,FL,32927,NEXTERA ENERGY INC (100%),2329441,D
2019,Capitan Energy 430,1014727,32.93638155,-104.2840431,Carlsbad,,NM,88220,Capitan Energy (100%),253514,W
2019,Capitol Disposal Landfill,1010389,58.354996,-134.496565,Juneau,JUNEAU CITY AND BOROUGH,AK,99801,WASTE MANAGEMENT INC (100%),12443,"C,HH"
2019,Capitol District Energy Center,1001247,41.7639,-72.6925,HARTFORD,Hartford,CT,6106,CAPITAL DISTRICT ENERGY CENTRE COGENERATION ASSOCIATES (100%),11867,"C,D"
2019,Carbide Industries LLC,1005537,38.2219,-85.835574,Louisville,JEFFERSON COUNTY,KY,40211,CARBIDE INDUSTRIES LLC (100%),51299,"C,K"
2019,Cardinal,1000839,40.2522,-80.6486,BRILLIANT,Jefferson,OH,43913,BUCKEYE POWER INC (67.2%); AMERICAN ELECTRIC POWER CO INC (32.8%),9368077,"C,D"
2019,Cardinal Delaware Basin - Gathering,1013280,32.868866,-96.93365,Dallas,DALLAS COUNTY,TX,75206,MEDALLION MIDSTREAM 2 LLC (100%),33919,W
2019,Cardinal FG - Spring Hill Plant,1004631,38.759188,-94.825252,SPRING HILL,JOHNSON COUNTY,KS,66083,AGC FLAT GLASS NORTH AMERICA INC (100%),103900,"C,N"
2019,Cardinal FG Company,1004225,46.5439,-122.9259,Winlock,LEWIS COUNTY,WA,98596,CARDINAL GLASS INDUSTRIES (100%),93946,"C,N"
2019,Cargill Corn Milling,1000407,35.0828,-90.1372,MEMPHIS,Shelby,TN,38113,CARGILL INC (100%),25380,C
2019,Cargill Corn Milling North America,1006425,41.53397,-96.0979,Blair,WASHINGTON COUNTY,NE,68008,CARGILL INC (100%),558339,"C,II"
2019,Cargill Incorporated,1003061,41.983851,-91.667123,CEDAR RAPIDS,LINN COUNTY,IA,52402,CARGILL INC (100%),42927,C
2019,Cargill Incorporated,1006258,42.501215,-96.391616,SIOUX CITY,WOODBURY COUNTY,IA,51102,CARGILL INC (100%),60388,C
2019,Cargill Incorporated,1003146,42.512112,-93.264461,IOWA FALLS,HARDIN COUNTY,IA,50126,CARGILL INC (100%),63982,C
2019,Cargill Meat Solutions,1010356,34.5992,-102.7736,Friona,PARMER COUNTY,TX,79035,CARGILL INC (100%),96430,"C,II"
2019,Cargill Meat Solutions Corp,1003753,41.685413,-76.249469,Wyalusing,BRADFORD COUNTY,PA,18853,CARGILL INC (100%),27169,"C,II"
2019,Cargill Meat Solutions Corporation,1000855,41.45239,-97.0956,SCHUYLER,COLFAX COUNTY,NE,68661,CARGILL INC (100%),40018,"C,II"
2019,Cargill Salt,1009702,43.834338,-85.354062,Hersey,OSCEOLA COUNTY,MI,49639,CARGILL INC (100%),37084,C
2019,Cargill Texturizing Solutions,1001090,41.694444,-87.515833,Hammond,LAKE COUNTY,IN,46320,CARGILL INC (100%),73122,C
2019,"Cargill, Inc",1011980,40.404991,-86.904484,Lafayette,TIPPECANOE COUNTY,IN,47905,CARGILL INC (100%),31838,C
2019,"Cargill, Inc.",1003495,35.087889,-78.844949,Fayetteville,CUMBERLAND COUNTY,NC,28312,CARGILL INC (100%),41133,C
2019,"Cargill, Incorporated",1011065,42.5063,-94.3121,Fort Dodge,WEBSTER COUNTY,IA,50501,CARGILL INC (100%),224486,C
2019,Carl Bailey,1001434,35.2597,-91.3631,AUGUSTA,Woodruff,AR,72006,ARKANSAS ELECTRIC COOPERATIVE CORP (100%),13913,"C,D"
2019,Carleton Farms Landfill,1007521,42.093,-83.428,SUMPTER TWP,WAYNE COUNTY,MI,48164,REPUBLIC SERVICES INC (100%),122765,"C,HH"
2019,"Carlex Glass America, LLC",1004724,36.18062,-86.87712,Nashville,DAVIDSON COUNTY,TN,37209,CENTRAL GLASS CO LTD (100%),95639,"C,N"
2019,Carlisle Mine,1003751,38.94609,-87.38361,Carlisle,SULLIVAN COUNTY,IN,47838,SUNRISE COAL LLC (100%),284049,FF
2019,Carlls Corner Energy Center,1000733,39.4547,-75.2011,UPPER DEERFIELD TWP,Cumberland,NJ,8302,VOLT PARENT LP (100%),8695,"C,D"
2019,Carlsbad Energy Center Project,1013360,33.14011,-117.33366,Carlsbad,SAN DIEGO COUNTY,CA,92008,CLEARWAY ENERGY GROUP LLC (100%),226121,D
2019,Carmen Gas Processing Plant,1011762,36.57609,-98.532847,Carmen,ALFALFA COUNTY,OK,73726,TALL OAK MIDSTREAM LLC (100%),24120,"C,W"
2019,"Carmeuse Lime, Inc. Buffington",1004187,41.60206,-87.410835,Gary,LAKE COUNTY,IN,46406,CARMEUSE LIME INC (100%),872063,"C,S"
2019,Carneys Point,1005877,39.6928,-75.4867,CARNEYS POINT,Salem,NJ,8069,EXCALIBUR POWER LLC (60%); ATLANTI C POWER CORP (40%),900243,C
2019,Carolina Gas Transmission - Grover Station (Tran),1011373,35.141499,-81.435018,Blacksburg,CHEROKEE COUNTY,SC,29702,DOMINION ENERGY INC (100%),28764,"C,W"
2019,Carolina Landfill,1007121,18.378189,-65.971269,Carolina,CAROLINA MUNICIPIO,PR,984,MUNICIPALITY OF CAROLINA (100%),95712,"C,HH"
2019,Carolina Stalite Company,1005354,35.229466,-80.243888,Norwood,STANLY COUNTY,NC,28128,CAROLINA STALITE CO LTD PTNR (100%),21938,C
2019,Carpenter Technology - Latrobe Operations,1004434,40.302598,-79.372804,LATROBE,WESTMORELAND COUNTY,PA,15650,CARPENTER TECHNOLOGY CORP (100%),87824,"C,Q"
2019,Carr Street Generating Station,1001257,43.0611,-76.0819,EAST SYRACUSE,Onondaga,NY,13057,BROOKFIELD RENEWABLE ENERGY PARTNERS LP (100%),27225,"C,D"
2019,"Carroll County Energy, LLC",1013063,40.60652,-81.06862,Washington Township,CARROLL COUNTY,OH,44615,CARROLL COUNTY ENERGY LLC (100%),2046073,"C,D"
2019,Carson Power Plant,1001127,38.4461,-121.4614,ELK GROVE,Sacramento,CA,95758,CENTRAL VALLEY FINANCING AUTHORITY (100%),138321,"C,D"
2019,Carter Creek,1008031,41.572,-110.913,Evanston,CONTRA COSTA COUNTY,WY,82930,HILCORP ENERGY CO (100%),144253,"C,W"
2019,Carthage,1004382,32.167337,-94.424222,CARTHAGE,PANOLA COUNTY,TX,75633,MPLX LP (100%),96458,"C,W"
2019,Carthage East Gas Plant,1010251,32.148066,-94.274363,Carthage,PANOLA COUNTY,TX,75633,MPLX LP (100%),32978,"C,W"
2019,Carthage Energy,1001218,43.9842,-75.6225,Carthage,Jefferson,NY,13619,ALLIANCE ENERGY GROUP LLC (100%),1928,"C,D"
2019,Carty Generating Station,1012606,45.6933,-119.8075,Boardman,MORROW COUNTY,OR,97818,PORTLAND GENERAL ELECTRIC CO (100%),1152212,"C,D"
2019,Carver-Marion-Wareham Landfill,1005715,41.812778,-70.719444,Carver,PLYMOUTH COUNTY,MA,2330,CARVER MARION WAREHAM REGIONAL REFUSE DISPOSAL DISTRICT (100%),48644,"C,HH"
2019,Carville Energy Center,1005110,30.2292,-91.065,Saint Gabriel,IBERVILLE PARISH,LA,70776,"LS Power Development, LLC (100%)",1335054,D
2019,Cascade Natural Gas Coporation - Washington,1006497,46.21929,-119.22946,Kennewick,BENTON COUNTY,WA,99336,MDU RESOURCES GROUP INC (100%),23358,"NN,W"
2019,Cascades Containerboard Packaging- Niagara Falls,1013376,43.09212,-79.01389,Niagara Falls,NIAGARA COUNTY,NY,14303,CASCADES INC (100%),28807,"C,II"
2019,Cascades Tissue Group North Carolina,1010363,34.954075,-79.809005,Rockingham,RICHMOND COUNTY,NC,28379,CASCADES INC (100%),23629,C
2019,Cascades Tissue Group Wisconsin Inc,1013279,44.828889,-91.509167,Eau Claire,EAU CLAIRE COUNTY,WI,54703,CASCADES INC (100%),26549,C
2019,"Cascades Tissue Group-Oregon, a division of Cascades Holding US Inc",1006520,45.8476,-122.803,SAINT HELENS,COLUMBIA COUNTY,OR,97051,CASCADES INC (100%),55933,C
2019,Cashion Gas Plant,1007821,35.74779,-97.65616,Cashion,LOGAN COUNTY,OK,73016,UNIT CORP (100%),42042,"C,W"
2019,Casper Gas Plant,1002816,42.85426,-106.39022,Casper,NATRONA COUNTY,WY,82609,TALLGRASS DEVELOPMENT LP (100%),37938,"C,NN,W"
2019,Cass County Station,1008168,40.9472,-95.9667,PLATTSMOUTH,Cass,NE,68048,OMAHA PUBLIC POWER DISTRICT (100%),122474,"C,D"
2019,"Castleton Power, LLC",1001206,42.5375,-73.7433,CASTLETON ON HUDSON,Rensselaer,NY,12033,CASTLETON ENERGY CENTER LLC (100%),65874,"C,D"
2019,"Cat Canyon Resources, LLC 750 Santa Maria Basin",1010738,34.761294,-120.293853,Santa Maria,,CA,93454,Terracore Operating CO (100%),38794,W
2019,Catarina Midstream,1013086,29.75661,-95.36528,San Antonio,HARRIS COUNTY,TX,78249,SANCHEZ MIDSTREAM PARTNERS LP (100%),115485,W
2019,Catcher Ranch Gas Plant,1008831,34.87402778,-96.05205556,McAlester,PITTSBURG COUNTY,OK,74502,MPLX LP (100%),43042,"C,PP,W"
2019,Caterpillar Inc,1003985,41.713056,-88.364444,Montgomery,KENDALL COUNTY,IL,60538,CATERPILLAR INC (100%),59449,C
2019,Caterpillar Inc. - East Peoria Plant,1002575,40.677063,-89.590004,East Peoria,TAZEWELL COUNTY,IL,61630,CATERPILLAR INC (100%),63576,C
2019,Cathcart Landfill,1006550,47.872482,-122.123604,SNOHOMISH,SNOHOMISH COUNTY,WA,98296,COUNTY OF SNOHOMISH WASHINGTON (100%),33268,"C,HH"
2019,"Catlettsburg Refining, LLC",1007913,38.375,-82.6042,Catlettsburg,BOYD COUNTY,KY,41129,MARATHON PETROLEUM CORP (100%),2233313,"C,MM,Y"
2019,Cavendish Farms,1006865,46.906481,-98.620545,Jamestown,STUTSMAN COUNTY,ND,58401,CAVENDISH AMERICA INC (100%),36849,C
2019,Caymus Plant,1013266,31.3353,-103.0281,Pecos,PECOS COUNTY,TX,79772,VAQUERO PERMIAN PROCESSING LLC (100%),145965,"C,W"
2019,Cayuga,1001540,39.9239,-87.4272,CAYUGA,Vermillion,IN,47900,DUKE ENERGY CORP (100%),3737850,"C,D"
2019,"Cayuga Operating Company, LLC",1006950,42.6028,-76.6336,LANSING,Tompkins,NY,14882,HEOROT POWER HOLDINGS LLC (100%),98925,"C,D"
2019,Cecil County Central Landfill,1004812,39.594758,-75.916937,Elkton,CECIL COUNTY,MD,21921,CECIL COUNTY MARYLAND (100%),56690,"C,HH"
2019,Cedar Bayou,1000929,29.7483,-94.9272,BAYTOWN,Chambers,TX,77520,NRG ENERGY INC (100%),1247075,"C,D"
2019,Cedar Bayou 4,1000547,29.752,-94.923,ELDON,Chambers,TX,77523,NRG ENERGY INC (50%); OPTIM ENERGY LLC (50%),506863,D
2019,Cedar Falls Municipal Gas Utility,1007941,42.52737,-92.44079,Cedar Falls,BLACK HAWK COUNTY,IA,50613,Cedar Falls Utilities (100%),1124,"NN,W"
2019,Cedar Grove #2 Mine,1014015,37.81774585,-81.93318982,Yolyn,,WV,25654,Aracoma Coal CO LLC (100%),20885,FF
2019,Cedar Grove Landfill,1004128,33.08303,-84.20562,Barnesville,LAMAR COUNTY,GA,30204,COUNTY OF LAMAR (100%),53338,HH
2019,Cedar Rapids/Linn County Solid Waste Agency Site #1,1001766,42.085004,-91.556144,CEDAR RAPIDS,LINN COUNTY,IA,52404,COUNTY OF LINN (100%),57485,HH
2019,Cedar Rapids/Linn County Solid Waste Agency Site #2,1001949,42.089673,-91.555882,MARION,LINN COUNTY,IA,52302,COUNTY OF LINN (100%),69915,"C,HH"
2019,Cedar Trails Class III,1004750,27.891566,-81.800572,Bartow,POLK COUNTY,FL,33830,REPUBLIC SERVICES INC (100%),277485,"C,HH"
2019,Cefe Valenzuela Landfill,1002085,27.63367,-97.568,Bishop,NUECES COUNTY,TX,78343,CITY OF CORPUS CHRISTI (100%),88570,"C,HH"
2019,Celanese Acetate LLC - Manufacturing Processes,1003300,37.3451,-80.764,Narrows,GILES COUNTY,VA,24124,CELANESE CORP (100%),543957,"C,TT"
2019,Celina Landfill,1008004,40.45454,-84.56558,Celina,MERCER COUNTY,OH,45822,REPUBLIC SERVICES INC (100%),53655,"C,HH"
2019,"Cellu Tissue Corporation Neenah, dba Clearwater Paper - Neenah",1003741,44.200397,-88.517852,NEENAH,WINNEBAGO COUNTY,WI,54956,CLEARWATER PAPER CORP (100%),28213,C
2019,CenTrio,1002677,47.605772,-122.340619,SEATTLE,KING,WA,98101,BIF II DISTRICT ENERGY HOLDINGS III DELAWARE LLC (100%),69306,C
2019,Centennial Gas Plant,1011986,40.713645,-104.156444,Briggsdale,WELD COUNTY,CO,80611,STERLING ENERGY GROUP INC (100%),39114,"C,W"
2019,CenterPoint Energy Arkla (Louisiana),1004047,29.75761,-95.36826,Houston,HARRIS COUNTY,TX,77002,CENTERPOINT ENERGY INC (100%),15531,"NN,W"
2019,CenterPoint Energy Arkla (Texas),1004090,29.75761,-95.36826,Houston,HARRIS COUNTY,TX,77002,CENTERPOINT ENERGY INC (100%),1609,"NN,W"
2019,CenterPoint Energy Entex (Louisiana),1004198,29.752554,-95.370401,Houston,HARRIS COUNTY,TX,77002,CENTERPOINT ENERGY INC (100%),19280,"NN,W"
2019,CenterPoint Energy Entex (Mississippi),1004049,29.752554,-95.370401,Houston,HARRIS COUNTY,TX,77002,CENTERPOINT ENERGY INC (100%),19371,"NN,W"
2019,CenterPoint Energy Entex (Texas),1005925,29.752554,-95.370401,Houston,HARRIS COUNTY,TX,77002,CENTERPOINT ENERGY INC (100%),162218,"NN,W"
2019,"CenterPoint Energy Houston Electric, LLC substations",1008343,29.639182,-95.208525,Houston,HARRIS COUNTY,TX,77034,CENTERPOINT ENERGY INC (100%),3625,DD
2019,CenterPoint Energy Minnesota Gas,1004086,44.97619,-93.27482,Minneapolis,HENNEPIN COUNTY,MN,55402,CENTERPOINT ENERGY INC (100%),71783,"NN,W"
2019,CenterPoint Landfill,1002244,35.543891,-96.647746,PRAGUE,LINCOLN COUNTY,OK,74864,CENTERPOINT HOLDINGS LLC (100%),37111,HH
2019,Central Alabama Generating Station,1000819,32.6503,-86.7386,BILLINGSLEY,Autauga,AL,36006,TENASKA ALABAMA II PARTNERS LP (100%),2067297,D
2019,Central Compressor Station,1003237,32.92548,-96.81613,DALLAS,DALLAS COUNTY,TX,75240,ATMOS ENERGY CORP (100%),11313,"C,W"
2019,Central County Solid Waste Disposal Complex,1002899,27.1973,-82.3893,Nokomis,SARASOTA COUNTY,FL,34275,COUNTY OF SARASOTA (100%),113783,HH
2019,Central Hudson Gas and Electric Corporation,1000011,41.690648,-73.931605,Poughkeepsie,DUTCHESS COUNTY,NY,12601,CENTRAL HUDSON GAS & ELECTRIC CORP (100%),22126,"NN,W"
2019,Central Hudson Gas and Electric Corporation Elec T&D Equipment,1011288,41.690648,-73.931605,Poughkeepsie,DUTCHESS COUNTY,NY,12601,CENTRAL HUDSON GAS & ELECTRIC CORP (100%),5821,DD
2019,Central Kentucky Landfill,1008022,38.349444,-84.548889,Georgetown,SCOTT COUNTY,KY,40324,WASTE SERVICES OF THE BLUEGRASS LLC (100%),144232,"C,HH"
2019,Central Landfill,1007707,30.7073,-89.6017,McNeill,PEARL RIVER COUNTY,MS,39470,WASTE MANAGEMENT INC (100%),75740,HH
2019,Central Plains Cement Company,1007216,36.1941,-95.8117,TULSA,ROGERS COUNTY,OK,74116,EAGLE MATERIALS INC (100%),438272,"C,H"
2019,Central Plains Cement Company LLC,1004385,39.14418,-94.39482,Sugar Creek,JACKSON COUNTY,MO,64050,EAGLE MATERIALS INC (100%),742503,"C,H"
2019,Central Treating Facility,1004824,39.8338,-108.2957,Meeker,RIO BLANCO COUNTY,CO,81641,ENTERPRISE PRODUCTS PARTNERS LP (100%),132854,"C,W"
2019,Centralia,1007310,46.7559,-122.8578,CENTRALIA,Lewis,WA,98531,TRANSALTA USA INC (100%),8000387,"C,D"
2019,Century Aluminum Sebree LLC,1006666,37.655556,-87.506944,Robards,HENDERSON COUNTY,KY,42452,CENTURY ALUMINUM CO (100%),534996,"C,F"
2019,"Century Aluminum of South Carolina, Inc.",1002112,33.051743,-80.054289,GOOSE CREEK,BERKELEY COUNTY,SC,29445,CENTURY ALUMINUM CO (100%),254906,"C,F"
2019,Century Gas Plant,1004301,30.610401,-102.579371,Fort Stockton,PECOS COUNTY,TX,79735,OCCIDENTAL PETROLEUM CORP (100%),9341,"C,PP,W"
2019,Century Mine,1010106,39.894919,-81.015146,Beallsville,BELMONT COUNTY,OH,43716,MURRAY ENERGY HOLDINGS CO (100%),269104,"C,FF"
2019,Ceredo Generating Station,1001396,38.3681,-82.5339,HUNTINGTON,Wayne,WV,25704,AMERICAN ELECTRIC POWER CO INC (100%),235078,"C,D"
2019,CertainTeed,1009491,33.97952,-83.33383,Athens,CLARKE COUNTY,GA,30601,SAINT-GOBAIN CORP (100%),34859,"C,N"
2019,"CertainTeed Gypsum Buchanan, LLC.",1002186,41.263948,-73.949198,BUCHANAN,WESTCHESTER COUNTY,NY,10511,CONTINENTAL BUILDING PRODUCTS OPERATING CO LLC (100%),47819,C
2019,CertainTeed Gypsum Manufacturing,1012671,36.04865,-115.38253,Las Vegas,CLARK COUNTY,NV,89161,SAINT-GOBAIN CORP (100%),29575,C
2019,"CertainTeed Gypsum NC, Inc.",1011645,36.49011,-79.055977,Semora,PERSON COUNTY,NC,27343,SAINT-GOBAIN CORP (100%),25746,C
2019,"CertainTeed Gypsum Palatka, LLC.",1002012,29.744193,-81.642583,PALATKA,PUTNAM COUNTY,FL,32177,CONTINENTAL BUILDING PRODUCTS OPERATING CO LLC (100%),102979,C
2019,"CertainTeed Gypsum Silver Grove, LLC.",1006449,39.03672,-84.39019,SILVER GROVE,CAMPBELL COUNTY,KY,41085,CONTINENTAL BUILDING PRODUCTS OPERATING CO LLC (100%),167029,C
2019,Chaco Gas Plant,1004499,36.4838,-108.1199,Bloomfield,SAN JUAN COUNTY,NM,87413,ENTERPRISE PRODUCTS PARTNERS LP (100%),389197,"C,W"
2019,Chalk Point,1000649,38.5444,-76.6861,AQUASCO,Prince George'S,MD,20608,GENON HOLDINGS INC (100%),610423,"C,D"
2019,"Chambersburg Units 12,13",1000148,39.8668,-77.6859,CHAMBERSBURG,Franklin,PA,17201,"LS Power Development, LLC (100%)",124054,D
2019,Chamon Power LLC,1012910,29.87449,-95.106947,Houston,HARRIS COUNTY,TX,77049,PEAKER POWER LLC (100%),43353,D
2019,Champ Landfill,1008252,38.737417,-90.461032,Maryland Heights,ST. LOUIS COUNTY,MO,63043,CHAMP LANDFILL CO LLC (100%),244653,HH
2019,Chandler Compressor Station/Wilburton Compressor Station,1003211,34.835035,-95.310251,WILBURTON,LATIMER COUNTY,OK,74578,ENABLE MIDSTREAM PARTNERS LP (100%),72625,"C,W"
2019,Chandlersville Compressor Station,1011818,39.84253,-81.94505,Philo,MUSKINGUM COUNTY,OH,43771,ROCKIES EXPRESS PIPELINE LLC (75%); PHILLIPS 66 (25%),192667,"C,W"
