"Region Code","Timestamp (Hour Ending)","CAL Demand (MWh)","CAR Demand (MWh)","CENT Demand (MWh)","FLA Demand (MWh)","MIDA Demand (MWh)","MIDW Demand (MWh)","NE Demand (MWh)","NW Demand (MWh)","NY Demand (MWh)","SE Demand (MWh)","SW Demand (MWh)","TEN Demand (MWh)","TEX Demand (MWh)"
US48,"3/2/2023, Eastern Time",701702,521869,727078,660556,2051026,1862104,332043,948760,405127,554355,281944,370201,1058236
US48,"3/3/2023, Eastern Time",675228,521287,706042,690577,2179241,1846717,307648,941837,401773,544544,262213,355026,966162
US48,"3/4/2023, Eastern Time",657313,482471,666498,696335,1968558,1674339,322702,912656,387061,501359,245332,351227,954219
US48,"3/5/2023, Eastern Time",646421,487665,656277,691928,1929838,1649261,298391,906177,370237,500302,242336,362676,957585
US48,"3/6/2023, Eastern Time",688942,530247,686694,716299,2064319,1788446,296747,1039504,391012,551930,253785,379758,1043480
US48,"3/7/2023, Eastern Time",685132,516892,717100,713354,2088581,1833974,313002,1045164,399747,573126,249505,374246,1059782
US48,"3/8/2023, Eastern Time",691242,539675,723012,682203,2205331,1890954,314132,1068399,409802,540384,249772,396105,1060656
US48,"3/9/2023, Eastern Time",718350,551738,727436,630525,2159880,1894598,301024,1050965,401725,546974,252269,401222,1062284
US48,"3/10/2023, Eastern Time",719211,536403,728696,627472,2225704,1868780,291513,1026126,407218,537681,253110,388536,1036419
US48,"3/11/2023, Eastern Time",666112,520906,697764,613340,2114427,1785058,298776,957196,390735,518458,246906,398719,1056665
US48,"3/12/2023, Eastern Time",609297,584556,658129,592070,2069550,1707473,267413,931219,359761,499318,225664,375910,957874
US48,"3/13/2023, Eastern Time",673600,605791,757070,665842,2297161,1940013,321196,988362,409925,567346,245249,450381,975118
US48,"3/14/2023, Eastern Time",710769,656385,755431,596689,2401917,1944912,329363,997872,423648,645254,248477,489503,991118
US48,"3/15/2023, Eastern Time",692904,669101,723921,561115,2328866,1887383,319215,985118,408274,654820,258261,473207,1000995
US48,"3/16/2023, Eastern Time",674283,627572,721379,572348,2178877,1851911,305294,1003808,392506,617839,252044,427528,1023970
US48,"3/17/2023, Eastern Time",651725,539212,763352,591302,2078740,1890431,302521,976452,387887,554376,249623,403032,1034330
US48,"3/18/2023, Eastern Time",608419,501398,764462,612073,2053693,1924819,267237,910979,357175,579314,242831,443994,1032986
US48,"3/19/2023, Eastern Time",623296,559770,749886,558359,2165548,1891716,277651,910850,375771,623590,247571,489717,1042669
US48,"3/20/2023, Eastern Time",663789,646084,758968,571025,2263539,1962824,293501,955359,385241,695875,256646,500915,1123850
US48,"3/21/2023, Eastern Time",712126,630842,733229,598035,2146778,1888704,285783,953759,372953,654914,264272,455367,1044832
US48,"3/22/2023, Eastern Time",709177,572976,701324,600830,2048295,1821959,276730,952465,371501,579485,249549,407818,1057224
US48,"3/23/2023, Eastern Time",701419,535265,698248,635941,1993086,1783185,294834,964224,379278,564217,244647,380319,1104132
US48,"3/24/2023, Eastern Time",672051,533788,697105,658736,1986969,1803489,275386,1003955,370607,565511,243579,371074,1086118
US48,"3/25/2023, Eastern Time",620843,488269,660655,703761,1916379,1692180,299263,976018,378027,549019,238670,342310,995499
US48,"3/26/2023, Eastern Time",603861,475223,661474,734181,1793979,1646891,257040,964530,336512,527547,231610,343509,974000
US48,"3/27/2023, Eastern Time",661957,523027,712020,762431,1981032,1792617,275603,1014192,378230,567365,245088,365592,1028704
US48,"3/28/2023, Eastern Time",692158,507876,715431,734867,2022098,1819739,296500,989634,380407,538867,244009,370594,1009224
US48,"3/29/2023, Eastern Time",715949,515524,719228,672272,2037815,1809794,275350,959571,371904,534226,243156,393438,978951
US48,"3/30/2023, Eastern Time",702955,534065,699268,643394,2066922,1806830,285407,961942,383436,554105,247305,391944,1029397
US48,"3/31/2023, Eastern Time",672641,514916,683264,664153,2036322,1754711,295304,975753,392488,535107,246200,366410,1110639
US48,"4/1/2023, Eastern Time",607111,480260,649380,699098,1803902,1657998,281034,930856,340462,520750,240654,336492,1020132
US48,"4/2/2023, Eastern Time",584849,461815,637261,713689,1810102,1623263,248017,932459,335164,488419,236534,343633,1039623
US48,"4/3/2023, Eastern Time",656537,508417,684615,741239,1962888,1767393,273821,989397,363987,538855,248725,372346,1193138
US48,"4/4/2023, Eastern Time",674403,535260,722584,763181,1926286,1821606,266039,1005347,358409,581702,249712,400872,1190250
US48,"4/5/2023, Eastern Time",668821,574694,694486,775477,1977251,1804249,291364,987126,369020,623668,256858,416353,1068614
US48,"4/6/2023, Eastern Time",658205,586227,692780,771423,1981636,1781091,283856,954283,358342,617116,253213,375987,988040
US48,"4/7/2023, Eastern Time",651498,511271,677863,756216,1864988,1685339,261679,908394,348795,562935,246017,365300,978775
US48,"4/8/2023, Eastern Time",586131,547438,639320,725050,1825551,1577009,245462,873729,333294,519219,241049,365112,932983
US48,"4/9/2023, Eastern Time",569276,517603,613929,635133,1757000,1504093,237048,850534,318693,510830,241889,347860,928884
US48,"4/10/2023, Eastern Time",629387,542064,656904,610906,1910200,1661630,254925,901160,344926,540304,269258,373760,985895
US48,"4/11/2023, Eastern Time",647038,543751,674111,596323,1917136,1693654,258115,928056,346981,550716,289673,379566,1013804
US48,"4/12/2023, Eastern Time",658098,528284,687377,589743,1934015,1716597,253849,936669,348633,546667,282294,380301,1023580
US48,"4/13/2023, Eastern Time",657706,517608,694302,681163,2010910,1737445,267831,938406,370935,540211,267989,373583,1039852
US48,"4/14/2023, Eastern Time",647674,524195,695604,715923,1985942,1737599,275822,918933,384186,540871,252180,367025,1061570
US48,"4/15/2023, Eastern Time",584829,509384,653650,736252,1867299,1637105,236471,869732,345826,527186,251212,363097,1111268
US48,"4/16/2023, Eastern Time",574878,502490,636715,736097,1795069,1571543,243099,859042,330423,512714,256006,338634,956928
US48,"4/17/2023, Eastern Time",648913,508625,678672,642699,1921679,1729435,276597,924108,354728,523786,271521,370251,1006233
US48,"4/18/2023, Eastern Time",648668,517587,688431,601191,1925267,1721219,262421,947153,358331,547609,269127,385886,1042953
US48,"4/19/2023, Eastern Time",637900,547339,705934,619183,1911554,1743637,272126,947709,359758,566233,261562,391121,1120254
US48,"4/20/2023, Eastern Time",648957,561931,684659,663129,1940972,1770736,254958,975798,348058,572759,258039,397148,1133257
US48,"4/21/2023, Eastern Time",657606,552638,665481,693232,1932671,1695951,243641,939257,340097,564002,265420,370616,1049692
US48,"4/22/2023, Eastern Time",620923,492146,646737,703031,1755499,1617391,247195,867990,325093,512982,269527,339492,988803
US48,"4/23/2023, Eastern Time",593970,471868,634271,689099,1749032,1605719,260857,840336,329118,493588,273692,351188,928001
US48,"4/24/2023, Eastern Time",653380,502026,673360,662207,1917683,1734160,263284,889449,353181,527458,284899,387221,964598
US48,"4/25/2023, Eastern Time",655233,515374,670964,681659,1951361,1725499,258732,894899,357574,547471,284841,390587,1008972
US48,"4/26/2023, Eastern Time",675907,520719,665851,710071,1917959,1723941,260062,878350,356268,554287,278500,374958,1075746
US48,"4/27/2023, Eastern Time",702134,527758,661435,731046,1899580,1708080,266546,874280,353480,547763,290316,373822,1038605
US48,"4/28/2023, Eastern Time",711684,536839,659273,717737,1896449,1689513,250186,879909,354173,558651,296440,365767,1049751
US48,"4/29/2023, Eastern Time",657543,509633,625725,718279,1773956,1554207,250374,838811,347414,515686,291679,342320,935873
US48,"4/30/2023, Eastern Time",614767,487963,619667,664915,1752593,1566834,265455,829477,343546,496988,293124,332842,993220
US48,"5/1/2023, Eastern Time",672084,502822,656435,663690,1946526,1720210,260062,885659,354241,527953,296256,370773,1055497
US48,"5/2/2023, Eastern Time",662690,509862,661793,687836,1985496,1730604,271702,876876,362066,538121,280230,370978,1087680
US48,"5/3/2023, Eastern Time",666722,507530,662520,679610,1973130,1724710,271240,876347,362991,539937,278004,369410,1115753
US48,"5/4/2023, Eastern Time",681101,517932,667338,670656,1942155,1729766,279238,879401,364282,550928,262003,373700,1130886
US48,"5/5/2023, Eastern Time",673512,505250,680626,687750,1878433,1728812,264356,873654,347953,526408,254996,359513,1291973
US48,"5/6/2023, Eastern Time",600963,492106,717429,693600,1730217,1634483,227868,830541,317453,520736,252120,361360,1229939
US48,"5/7/2023, Eastern Time",568701,511126,725466,686407,1760753,1676621,231369,818574,319256,560905,257629,384846,1148244
US48,"5/8/2023, Eastern Time",637006,584802,769797,709416,1962405,1816876,253984,869362,351217,629274,276795,413410,1238305
US48,"5/9/2023, Eastern Time",646213,623907,764761,749155,1921812,1806799,245779,874010,343182,660858,284659,447897,1163982
US48,"5/10/2023, Eastern Time",648469,561870,750452,791167,1906536,1813402,249128,876227,343723,654433,262335,426773,1127277
US48,"5/11/2023, Eastern Time",649911,570670,725521,808219,1988802,1863137,261738,880713,357481,643220,266187,412062,1236980
US48,"5/12/2023, Eastern Time",672307,582185,758018,800007,2061566,1887474,271692,887663,382667,610911,281610,396312,1296436
US48,"5/13/2023, Eastern Time",663429,576013,714287,746922,1892659,1778495,251729,867568,361318,610119,291224,404494,1120373
US48,"5/14/2023, Eastern Time",657432,559099,683404,738303,1774182,1710843,224302,875164,321480,648365,303018,428751,1077194
US48,"5/15/2023, Eastern Time",706848,578673,697155,779913,1897939,1826479,255984,940404,353202,687566,329279,466232,1178415
US48,"5/16/2023, Eastern Time",737374,620792,676642,795739,1971694,1831165,262263,939119,365366,677553,340166,458424,1147677
US48,"5/17/2023, Eastern Time",750576,613915,700151,808370,1903155,1795257,249356,944479,349076,633101,334596,421924,1171552
US48,"5/18/2023, Eastern Time",742711,535494,722318,783658,1877572,1823523,246678,941973,341869,603756,325536,421183,1226547
US48,"5/19/2023, Eastern Time",735128,514511,688440,790968,1910785,1819041,248325,941302,347304,579394,308697,412327,1281964
US48,"5/20/2023, Eastern Time",681876,517113,625266,791580,1802544,1672635,262440,902159,340257,577089,300569,371146,1136456
US48,"5/21/2023, Eastern Time",666349,514611,633589,788860,1774187,1642594,239320,880620,321377,586327,310387,365774,1049092
US48,"5/22/2023, Eastern Time",740125,545103,697224,800246,1978991,1838850,251750,919975,357179,600038,328985,415753,1170481
US48,"5/23/2023, Eastern Time",732201,535304,723203,757178,2012093,1912153,250811,925145,355234,572451,328873,422604,1234930
US48,"5/24/2023, Eastern Time",704585,526044,742012,703346,2004397,1892392,261762,915236,359851,587663,325082,422817,1225664
US48,"5/25/2023, Eastern Time",687854,524729,743604,685921,1886527,1819378,252928,910192,344406,600739,321999,423158,1222906
US48,"5/26/2023, Eastern Time",676418,489283,727436,667295,1862281,1774624,248195,912431,344498,582397,315863,405797,1225552
US48,"5/27/2023, Eastern Time",622442,457790,679651,655131,1744197,1658640,234592,852304,327519,523769,301391,367673,1177971
US48,"5/28/2023, Eastern Time",617340,456827,671502,692923,1728548,1664824,250392,836247,331256,521196,299186,350917,1148138
US48,"5/29/2023, Eastern Time",622674,487886,701776,714189,1864705,1771938,242446,872631,346952,542852,312460,359207,1185990
US48,"5/30/2023, Eastern Time",673445,536366,784377,755638,2098789,2043651,254744,920329,373798,611949,323827,425832,1241058
US48,"5/31/2023, Eastern Time",696359,552985,790961,735710,2169490,2154811,272608,917150,389761,630355,303452,457184,1282392
US48,"6/1/2023, Eastern Time",698689,573546,791793,738987,2271383,2201322,310448,907240,421942,649857,297825,466508,1295831
US48,"6/2/2023, Eastern Time",691996,590099,798003,736423,2377355,2216639,332211,906499,448046,668145,307486,478281,1314147
US48,"6/3/2023, Eastern Time",658899,579382,739211,713195,2171919,2093110,263317,876604,368122,644574,308952,457829,1256549
US48,"6/4/2023, Eastern Time",660605,507436,727797,722359,1920165,1968623,251263,878078,323676,609050,324263,453930,1160280
US48,"6/5/2023, Eastern Time",714722,547886,788993,754242,2031705,2044816,271034,940915,362634,653748,337824,482948,1197658
US48,"6/6/2023, Eastern Time",688554,602884,800004,759796,2058991,2029848,270327,965306,373060,697437,319117,478283,1220098
US48,"6/7/2023, Eastern Time",685616,576501,825545,772301,2012458,1988907,274514,957164,364924,706852,307223,446804,1278460
US48,"6/8/2023, Eastern Time",687959,568973,825405,798045,1962368,1950485,272950,944893,368385,690818,310317,440519,1281945
US48,"6/9/2023, Eastern Time",700478,556747,817360,807716,1970862,1952109,266491,923804,365957,656513,309032,429509,1364397
US48,"6/10/2023, Eastern Time",655213,552412,728681,792099,1943932,1881432,249260,876021,345925,627920,309426,417194,1391214
US48,"6/11/2023, Eastern Time",622525,557875,720864,814807,1969176,1753071,257525,862874,368404,637536,300106,426785,1376638
US48,"6/12/2023, Eastern Time",677334,631324,712148,858581,2113375,1857591,307851,936680,417727,676883,305792,411239,1404085
US48,"6/13/2023, Eastern Time",706509,613604,747334,878767,2035227,1914250,316504,935227,403232,644289,313547,414054,1372995
US48,"6/14/2023, Eastern Time",734618,607662,789147,897955,2054422,2012433,303514,918114,398769,635339,328085,430016,1426736
US48,"6/15/2023, Eastern Time",747740,641704,824246,866274,2102455,2058956,300121,914488,393562,646699,339372,460948,1507017
US48,"6/16/2023, Eastern Time",747562,663748,787557,837100,2033929,1979320,307227,910131,399818,694336,342323,474671,1492431
US48,"6/17/2023, Eastern Time",719415,607366,776155,798856,1920714,1927168,280249,873639,358573,674509,338713,447860,1462040
US48,"6/18/2023, Eastern Time",675000,612616,720360,768645,1965634,1899584,263434,879084,362553,637721,347823,420087,1465253
US48,"6/19/2023, Eastern Time",685467,637040,850554,838753,2241339,2161966,283659,944475,407913,655594,356404,457231,1555600
US48,"6/20/2023, Eastern Time",694502,613927,914391,795353,2268820,2239515,285865,929437,419516,681928,367718,458373,1593135
US48,"6/21/2023, Eastern Time",702279,580793,889030,748909,2201266,2248777,284099,939845,403538,640033,363109,444635,1555328
US48,"6/22/2023, Eastern Time",701285,580420,879991,779028,2101495,2207205,284082,954368,397641,641259,363873,431207,1441886
US48,"6/23/2023, Eastern Time",684903,623993,865369,817311,2159407,2174003,310489,958066,419329,672046,351698,449456,1488035
US48,"6/24/2023, Eastern Time",645746,627340,871478,804044,2206935,2144756,322984,916757,415226,666130,337239,468280,1498968
US48,"6/25/2023, Eastern Time",623439,654133,862427,797540,2273116,2120484,336701,930285,436926,691901,362210,478913,1546933
US48,"6/26/2023, Eastern Time",695600,715825,872187,857332,2405169,2120122,367552,1005308,469876,751750,394566,502044,1601317
US48,"6/27/2023, Eastern Time",722362,704561,875631,916815,2254326,2142978,359329,1028723,450807,781875,395672,496547,1613343
US48,"6/28/2023, Eastern Time",742232,702411,972051,934898,2273082,2201452,358162,1035683,447233,775858,392218,509950,1598729
US48,"6/29/2023, Eastern Time",771320,709286,1011566,913501,2372106,2293729,345962,1043440,442343,791836,381935,505301,1591516
US48,"6/30/2023, Eastern Time",840100,705844,969070,879805,2462574,2355613,343070,1032484,460167,758888,380559,534055,1555030
US48,"7/1/2023, Eastern Time",842403,696688,845493,863491,2300411,2170395,316371,1013209,439545,758943,386855,490776,1434736
US48,"7/2/2023, Eastern Time",830474,718235,829579,878833,2313821,2075991,315315,1016736,451059,737043,400305,486847,1374057
US48,"7/3/2023, Eastern Time",847354,748800,858025,920212,2463698,2185059,346083,1059356,497472,733440,420789,485808,1467944
US48,"7/4/2023, Eastern Time",748706,728374,861596,912207,2465679,2160958,332561,1016511,471224,705513,410515,475342,1425671
US48,"7/5/2023, Eastern Time",768555,713795,852156,934698,2733142,2297122,383482,1041490,536105,742173,415760,510676,1513158
US48,"7/6/2023, Eastern Time",768422,729213,825326,926337,2741835,2194277,431434,1066059,563299,771327,427700,519538,1428791
US48,"7/7/2023, Eastern Time",755727,746062,806116,892514,2641781,2116452,415339,1050538,543441,758563,428606,512424,1413457
US48,"7/8/2023, Eastern Time",706681,702524,779820,830470,2411702,1973938,385574,1010972,494545,730521,417125,475288,1452237
US48,"7/9/2023, Eastern Time",677033,674181,764972,877827,2281055,1937337,369731,1021654,475684,716856,417352,432508,1459175
US48,"7/10/2023, Eastern Time",768333,667397,862019,885364,2473000,2219425,369678,1081879,496838,726779,441852,476431,1549151
US48,"7/11/2023, Eastern Time",843292,714702,911459,891547,2557318,2253048,371737,1102123,502830,757724,455438,488053,1570064
US48,"7/12/2023, Eastern Time",890906,750700,963932,930020,2607641,2216683,410152,1121564,532334,784977,455102,519847,1619856
US48,"7/13/2023, Eastern Time",897846,788868,983846,921784,2714487,2270627,415908,1135564,547632,791384,467551,550792,1635340
US48,"7/14/2023, Eastern Time",923361,764383,916924,888724,2730400,2337409,385010,1128122,518623,795200,472515,536937,1621898
US48,"7/15/2023, Eastern Time",906366,730357,848531,868153,2534121,2141321,395106,1101913,507765,776956,470697,494607,1565394
US48,"7/16/2023, Eastern Time",909456,735758,836063,849711,2417684,2042136,389232,1113966,497093,767327,463700,494766,1482186
US48,"7/17/2023, Eastern Time",997797,741909,908550,841458,2603554,2147633,415603,1162892,541307,771455,482764,521879,1580769
US48,"7/18/2023, Eastern Time",974014,763114,954108,858374,2582272,2179608,413154,1150319,526145,805226,482318,529044,1639846
US48,"7/19/2023, Eastern Time",955336,776251,973893,899578,2556553,2279226,388454,1154916,490114,818011,484954,462267,1644326
US48,"7/20/2023, Eastern Time",977983,757860,962928,945861,2665836,2326776,374288,1149595,501495,835876,482175,500034,1623931
US48,"7/21/2023, Eastern Time",972663,767685,879348,960494,2519654,2195856,367776,1139046,502012,811461,470060,495364,1586797
US48,"7/22/2023, Eastern Time",921061,675655,850926,926333,2282839,2070577,335659,1119434,449553,711869,469870,460825,1520014
US48,"7/23/2023, Eastern Time",885770,672418,882402,858282,2310127,2051427,335372,1122730,455533,705666,443891,464126,1466177
US48,"7/24/2023, Eastern Time",943554,721631,969481,879230,2566541,2309223,389415,1144029,506188,762712,465104,511629,1546660
US48,"7/25/2023, Eastern Time",987708,750762,1013188,896651,2627773,2425602,393088,1137523,506807,789747,492968,542217,1587297
US48,"7/26/2023, Eastern Time",1011874,791466,1049441,876637,2709354,2450944,393861,1130438,517627,822341,499783,544776,1586995
US48,"7/27/2023, Eastern Time",975572,818359,1044601,829878,2940820,2552973,429671,1123078,567010,851006,478874,580171,1576566
US48,"7/28/2023, Eastern Time",944612,803169,1053284,830615,2930745,2542154,434500,1107420,577616,821230,480834,591394,1558712
US48,"7/29/2023, Eastern Time",898336,732561,978688,864250,2626786,2275271,405180,1077607,529835,775495,467274,559215,1526459
US48,"7/30/2023, Eastern Time",866891,699242,950848,903374,2305340,2150799,295053,1073297,414495,753058,454576,510302,1541843
US48,"7/31/2023, Eastern Time",946964,729109,970436,859333,2406524,2249003,322861,1110262,446976,802054,433731,535358,1634373
US48,"8/1/2023, Eastern Time",941185,715532,1014006,853567,2345316,2280615,314067,1087021,435324,808940,429667,517977,1664501
US48,"8/2/2023, Eastern Time",904843,684314,1029237,880720,2351811,2326554,301195,1074123,427096,796490,445042,506286,1662581
US48,"8/3/2023, Eastern Time",860912,630753,1013070,890375,2410535,2416793,314656,1074503,445878,779048,446142,497474,1667386
