Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
Data Year,Utility Number,Utility Name,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Website
2023,13781,Northern States Power Co - Minnesota,MN,MISO,"330,866","256,535","47,802",.,"635,203",56.2,46.5,7.6,.,110.3,"5,810,931","4,588,350","807,794",.,"11,207,075",56.2,46.5,7.6,.,110.3,"17,879","28,000","5,593",.,"51,472","14,413","17,445","10,989",.,"42,847","17,879","28,000","5,593",.,"51,472","14,413","17,445","10,989",.,"42,847",17.563,17.886,16.899,.,
2023,13781,Northern States Power Co - Minnesota,SD,MISO,"4,926","1,609",.,.,"6,535",4.0,0.4,.,.,4.3,"64,038","22,525",.,.,"86,563",4.0,0.4,.,.,4.3,132,118,.,.,250,61,33,.,.,95,132,118,.,.,250,61,33,.,.,95,13.000,14.000,.,.,
2023,13788,Northern Wasco County PUD,OR,BPAT,601,355,473,0,"1,429",0.1,0.1,0.1,0.0,0.3,"7,774","5,468","18,928",0,"32,170",0.1,1.0,0.1,0.0,1.2,439,82,118,0,639,0,0,0,0,0,439,82,118,0,639,0,0,0,0,0,12.930,15.420,10.000,0.000,
2023,13798,Northwest Iowa Power Coop,IA,SWPP,"3,006","1,686",.,.,"4,692",0.2,0.3,.,.,0.5,"63,681","27,568",.,.,"91,249",0.2,0.2,.,.,0.4,"1,198",384,.,.,"1,582",.,.,.,.,.,"1,198",384,.,.,"1,582",.,.,.,.,.,15.000,15.000,.,.,
2023,13839,City of Norwood - (MA),MA,ISNE,62,308,183,.,552,0.0,0.0,0.0,.,0.0,62,"3,078","1,826",.,"4,966",0.0,0.0,0.0,.,0.0,399,146,16,.,560,136,16,1,.,152,399,"1,455",160,.,"2,014",136,160,7,.,302,1.000,10.000,10.000,.,
2023,13936,Oakdale Electric Coop,WI,MISO,224,0,775,0,999,0.0,0.0,0.0,0.0,0.1,"5,672",0,"10,269",0,"15,941",0.0,0.0,0.0,0.0,0.1,40,0,7,0,48,42,0,0,0,43,40,0,7,0,48,42,0,0,0,43,25.319,0.000,13.250,0.000,
2023,13998,Ohio Edison Co,OH,PJM,"7,243","3,353","3,633",0,"14,229",1.1,0.6,0.5,0.0,2.2,"70,410","33,224","36,223",0,"139,856",1.1,0.6,0.5,0.0,2.2,"2,610",150,168,0,"2,927","2,187",182,184,0,"2,553","2,610",150,168,0,"2,927","2,187",182,184,0,"2,553",9.721,9.909,9.969,0.000,https://dis.puc.state.oh.us/
2023,14063,Oklahoma Gas & Electric Co,AR,SWPP,"10,750","19,951",0,0,"30,701",2.6,3.5,0.0,0.0,6.1,"161,417","215,198",0,0,"376,615",2.0,2.5,0.0,0.0,4.4,"2,234","2,029",0,0,"4,263","1,915","2,492",0,0,"4,407","2,234","2,029",0,0,"4,263","1,915","2,492",0,0,"4,407",10.307,12.000,0.000,0.000,http://www.apscservices.info/eeAnnualReports.aspx   
2023,14063,Oklahoma Gas & Electric Co,OK,SWPP,"58,343","85,086","85,086",0,"228,515",11.2,13.1,13.1,0.0,37.5,"802,245","912,003","912,003",0,"2,626,251",9.0,10.5,10.5,0.0,30.0,"12,090","4,911","4,911",0,"21,912","5,688","4,193","4,193",0,"14,074","12,090","4,911","4,911",0,"21,912","5,688","4,193","4,193",0,"14,074",13.325,11.000,11.000,0.000,http://www.occeweb.com/pu/ogande.htm   
2023,14109,"Oregon Trail El Cons Coop, Inc",OR,BPAT,"1,237","1,690",931,0,"3,857",0.2,0.1,0.1,0.0,0.4,"20,498","16,760","29,990",0,"67,248",0.2,0.1,0.1,0.0,0.4,416,228,307,0,950,17,24,13,0,54,416,228,307,0,950,17,24,13,0,54,16.576,14.158,30.000,0.000,www.otec.coop
2023,14127,Omaha Public Power District,NE,SWPP,"3,832","8,776",.,.,"12,608",1.8,2.4,.,.,4.3,"43,260","115,847",.,.,"159,107",1.8,2.4,.,.,4.2,"1,327",687,.,.,"2,014",45,144,.,.,189,"1,327",687,.,.,"2,014",45,144,.,.,189,11.290,13.200,.,.,
2023,14154,Orange & Rockland Utils Inc,NY,NYIS,"38,325","29,457","11,373",0,"79,155",3.9,7.3,1.8,.,13.0,"471,781","415,054","138,408",0,"1,025,243",3.9,7.3,1.8,0.0,13.0,"2,398","4,383","1,758",0,"8,539","1,354","1,069",413,0,"2,836","2,398","4,383","1,758",0,"8,539","1,354","1,069",413,0,"2,836",12.300,14.100,12.200,0.000,
2023,14232,Otter Tail Power Co,MN,MISO,"17,392","34,292",0,0,"51,684",13.2,6.5,0.0,0.0,19.6,"195,350","505,972",0,0,"701,322",13.2,6.5,0.0,0.0,19.6,"1,382","3,572",0,0,"4,954","1,468","1,300",0,0,"2,769","1,382","3,572",0,0,"4,954","1,468","1,300",0,0,"2,769",11.232,14.755,0.000,0.000,
2023,14232,Otter Tail Power Co,SD,MISO,"1,139","5,508",0,0,"6,647",0.2,0.7,0.0,0.0,1.0,"20,076","83,969",0,0,"104,045",0.2,0.7,0.0,0.0,1.0,113,318,0,0,431,26,91,0,0,117,113,318,0,0,431,26,91,0,0,117,17.628,15.245,0.000,0.000,
2023,14246,City of Owatonna - (MN),MN,MISO,313,740,"2,853",0,"3,907",0.1,0.1,0.4,0.0,0.6,"3,132","7,404","28,532",0,"39,068",0.1,0.1,0.4,0.0,0.6,82,93,129,0,304,88,26,64,0,178,82,93,129,0,304,88,26,64,0,178,10.000,10.000,10.000,0.000,
2023,14328,Pacific Gas & Electric Co.,CA,CISO,"943,703","721,474","53,487",0,"1,718,664",185.0,138.0,8.0,0.0,331.0,"9,234,343","9,236,358","280,568",0,"18,751,269",196.0,148.0,8.0,0.0,352.0,"6,043","9,795","25,421",0,"41,258","142,041","86,414","19,249",0,"247,704","6,043","9,795","25,421",0,"41,258","142,041","86,414","19,249",0,"247,704",9.800,12.800,5.200,0.000,
2023,14354,PacifiCorp,CA,PACW,219,114,878,.,"1,210",0.0,0.0,0.2,.,0.2,"2,642",656,"3,461",.,"6,759",0.0,0.0,0.2,.,0.2,422,9,46,.,477,221,68,376,.,664,422,9,46,.,477,221,68,376,.,664,12.091,5.770,3.943,.,https://www.pacificorp.com/environment/demand-side-management.html
2023,14354,PacifiCorp,ID,PACE,"7,946","6,197","2,714",.,"16,858",1.6,1.3,0.5,.,3.4,"34,121","88,615","38,351",.,"161,087",1.6,1.3,0.5,.,3.4,649,732,464,.,"1,845",840,"1,299",695,.,"2,834",649,732,464,.,"1,845",840,"1,299",695,.,"2,834",4.294,14.300,14.129,.,https://www.pacificorp.com/environment/demand-side-management.html
2023,14354,PacifiCorp,UT,PACE,"155,675","137,747","33,024",.,"326,446",22.5,19.9,4.8,.,47.1,"1,106,320","1,804,485","431,500",.,"3,342,306",22.5,19.9,4.8,.,47.1,"17,267","19,074","3,089",.,"39,429","8,754","13,554","4,429",.,"26,737","17,267","19,074","3,089",.,"39,429","8,754","13,554","4,429",.,"26,737",7.107,13.100,13.066,.,https://www.pacificorp.com/environment/demand-side-management.html
2023,14354,PacifiCorp,WA,PACW,"11,775","32,049","4,587",.,"48,410",1.6,4.4,0.6,.,6.7,"115,316","349,914","54,886",.,"520,117",1.6,4.4,0.6,.,6.7,"4,160","5,802","1,049",.,"11,011","4,725","3,832",744,.,"9,301","4,160","5,802","1,049",.,"11,011","4,725","3,832",744,.,"9,301",9.793,10.918,11.966,.,https://www.pacificorp.com/environment/demand-side-management.html
2023,14354,PacifiCorp,WY,PACE,"11,202","12,871","19,621",.,"43,693",1.4,1.7,2.5,.,5.6,"31,557","160,627","188,619",.,"380,803",1.4,1.7,2.5,.,5.6,351,"1,636","1,349",.,"3,336","1,313","2,930","1,049",.,"5,291",351,"1,636","1,349",.,"3,336","1,313","2,930","1,049",.,"5,291",2.817,12.480,9.613,.,https://www.pacificorp.com/environment/demand-side-management.html
2023,14401,City of Palo Alto - (CA),CA,CISO,177,265,185,.,627,0.0,0.0,0.0,.,0.1,"2,127","3,373","3,701",.,"9,201",0.0,0.0,0.0,.,0.1,238,116,15,.,368,500,259,112,.,872,238,116,15,.,368,500,259,112,.,872,12.000,12.700,20.000,.,
2023,14468,People's Cooperative Services,MN,MISO,"1,172","2,366","1,219",0,"4,757",0.1,0.1,0.0,0.0,0.2,"18,383","28,226","12,237",0,"58,846",0.1,0.1,0.0,0.0,0.2,156,32,6,0,194,218,17,2,0,237,156,32,6,0,194,218,17,2,0,237,15.685,11.930,10.039,0.000,
2023,14534,City of Pasadena - (CA),CA,CISO,"6,273","4,753",.,.,"11,026",0.2,0.9,.,.,1.0,"10,171","32,899",.,.,"43,070",0.2,0.9,.,.,1.0,"1,211","1,372",.,.,"2,582",883,379,.,.,"1,262","1,211","1,372",.,.,"2,582",883,379,.,.,"1,262",8.360,9.930,.,.,https://pwp.cityofpasadena.net/eereports/
2023,14537,Pascoag Utility District,RI,ISNE,50,1,0,0,51,0.0,0.0,0.0,0.0,0.0,630,11,0,0,641,0.0,0.0,0.0,0.0,0.0,91,11,0,0,102,42,5,0,0,47,91,11,0,0,102,42,5,0,0,47,12.500,18.000,.,.,
2023,14563,Pearl River Valley El Pwr Assn,MS,MISO,446,.,.,.,446,0.2,.,.,.,0.2,"7,868",.,.,.,"7,868",0.2,.,.,.,0.2,82,.,.,.,82,92,.,.,.,92,82,.,.,.,82,92,.,.,.,92,17.650,.,.,.,
2023,14606,"Peace River Electric Coop, Inc",FL,SEC,185,143,.,.,328,0.0,0.0,.,.,0.0,"2,687","1,425",.,.,"4,112",0.0,0.0,.,.,0.0,.,.,.,.,.,153,175,.,.,328,.,.,.,.,.,153,175,.,.,328,12.370,12.370,.,.,
2023,14610,Orlando Utilities Comm,FL,FMPP,"20,010","8,226",.,.,"28,236",0.8,1.5,.,.,2.3,"49,241","123,559",.,.,"172,800",0.8,1.5,.,.,2.3,784,413,.,.,"1,197","1,070",324,.,.,"1,394",784,413,.,.,"1,197","1,070",324,.,.,"1,394",2.460,15.020,.,.,
2023,14624,PUD No 2 of Grant County,WA,GCPD,78,735,.,.,813,0.0,0.1,.,.,0.1,"2,356","8,685",.,.,"11,040",0.0,0.1,.,.,0.1,23,40,.,.,63,28,32,.,.,60,23,42,.,.,66,28,32,.,.,60,24.793,12.855,.,.,N/A
2023,14668,Peninsula Light Company,WA,BPAT,"1,108",469,.,.,"1,577",0.5,.,.,.,0.5,"21,061","5,631",.,.,"26,692",0.5,.,.,.,0.5,547,45,.,.,592,176,24,.,.,200,547,45,.,.,592,176,24,.,.,200,19.000,12.000,.,.,
2023,14711,Pennsylvania Electric Co,PA,PJM,"26,506","26,515","26,100",0,"79,121",3.1,5.0,3.9,0.0,11.9,"261,591","331,831","333,580",0,"927,003",3.1,5.0,3.9,0.0,11.9,"5,584","6,204","1,878",0,"13,665","2,512","2,158","1,327",0,"5,998","5,584","6,204","1,878",0,"13,665","2,512","2,158","1,327",0,"5,998",9.869,12.515,12.781,0.000,https://firstenergycorp.com/save_energy/save_energy_pennsylvania/act-129.html
2023,14715,PPL Electric Utilities Corp,PA,PJM,"61,157","107,991","33,969",0,"203,117",7.7,18.3,5.2,0.0,31.2,"550,409","1,511,877","475,573",0,"2,537,859",8.7,27.0,14.2,0.0,50.0,"10,863","14,472","3,909",0,"29,244","9,848","7,164","3,404",0,"20,417","10,863","14,472","3,909",0,"29,244","9,848","7,164","3,404",0,"20,417",9.000,14.000,14.000,0.000,"PPL Electric Utilities' Annual Reports are on a Program Year, not Calendar Year, basis (June 1 - May 31)        http://www.puc.state.pa.us/filing_resources/issues_laws_regulations/act_129_information/electric_distribution_company_act_129_reporting_requirements.aspx        "
2023,14716,Pennsylvania Power Co,PA,PJM,"8,891","6,520","5,539",0,"20,950",1.3,1.1,0.9,0.0,3.4,"100,395","85,056","78,684",0,"264,134",1.3,1.1,0.9,0.0,3.4,"2,208","1,886",341,0,"4,436","1,095",605,310,0,"2,010","2,208","1,886",341,0,"4,436","1,095",605,310,0,"2,010",11.292,13.045,14.207,0.000,https://firstenergycorp.com/save_energy/save_energy_pennsylvania/act-129.html
2023,14717,Pee Dee Electric Member Corp,NC,CPLE,80,.,.,.,80,5.0,.,.,.,5.0,184,.,.,.,184,5.0,.,.,.,5.0,7,.,.,.,7,.,.,.,.,.,7,.,.,.,7,.,.,.,.,.,17.900,.,.,.,
2023,14940,PECO Energy Co,PA,PJM,"109,296","192,752",.,.,"302,048",18.9,36.7,.,.,55.7,"1,035,202","1,753,686",.,.,"2,788,888",35.0,31.0,.,.,66.0,"15,742","33,987",.,.,"49,729",11,21,.,.,33,"20,269","56,043",.,.,"76,312",14,37,.,.,51,10.000,10.000,.,.,
2023,15023,Piedmont Electric Member Corp,NC,DUK,"1,031",290,.,.,"1,321",1.0,1.0,.,.,2.0,"1,715","4,123",.,.,"5,839",1.0,1.0,.,.,2.0,55,9,.,.,64,13,2,.,.,15,55,9,.,.,64,13,2,.,.,15,1.650,17.000,.,.,
2023,15231,City of Port Angeles - (WA),WA,BPAT,283,256,.,.,539,0.2,0.2,.,.,0.4,"2,829","2,560",.,.,"5,389",0.2,0.2,.,.,0.4,124,44,.,.,168,.,.,.,.,.,124,44,.,.,168,.,.,.,.,.,10.000,10.000,.,.,
2023,15257,"Poudre Valley REA, Inc",CO,WACM,"2,735","1,880",0,0,"4,614",0.3,0.7,0.0,0.0,1.0,"40,828","26,337",0,0,"67,165",0.3,0.7,0.0,0.0,1.0,642,109,0,0,751,0,0,0,0,0,642,109,0,0,751,0,0,0,0,0,15.330,16.510,0.000,0.000,
2023,15263,The Potomac Edison Company,MD,PJM,"56,580","57,500","28,378",0,"142,457",9.0,10.1,3.8,0.0,22.9,"293,919","791,485","388,412",0,"1,473,816",9.0,10.1,3.8,0.0,22.9,"9,215","16,053","8,270",0,"33,537","14,467","22,369","11,523",0,"48,358","9,215","16,053","8,270",0,"33,537","14,467","22,369","11,523",0,"48,358",5.204,13.765,13.678,0.000,https://www.psc.state.md.us/
2023,15270,Potomac Electric Power Co,MD,PJM,"80,233","98,756",.,.,"178,989",11.8,20.1,.,.,31.9,"324,565","1,128,526",.,.,"1,453,091",11.8,20.1,.,.,31.9,"16,016","27,087",.,.,"43,102","8,010","14,582",.,.,"22,592","16,016","27,087",.,.,"43,102","8,010","14,582",.,.,"22,592",4.000,11.400,.,.,
2023,15296,New York Power Authority,NY,NYIS,.,"19,206",0,0,"19,206",0.0,1.2,0.0,0.0,1.2,0,"289,589",0,0,"289,589",0.0,1.2,0.0,0.0,1.2,.,0,0,0,0,0,78,0,0,78,0,0,0,0,0,0,78,0,0,78,.,15.000,.,.,energyefficiency@nypa.gov
2023,15340,Presque Isle Elec & Gas Coop,MI,MISO,725,560,.,.,"1,285",0.2,0.1,.,.,0.3,"8,034","6,925",.,.,"14,959",0.2,0.1,.,.,0.3,372,56,.,.,428,154,60,.,.,214,372,56,.,.,428,154,60,.,.,214,11.082,12.377,.,.,https://pieg.com/energy-optimization-rebates/ 
2023,15344,Polk-Burnett Electric Coop,WI,MISO,540,181,0,0,721,0.1,0.0,0.0,0.0,0.1,"10,392","2,716",0,0,"13,108",0.1,0.0,0.0,0.0,0.1,218,12,0,0,230,0,0,0,0,0,218,12,0,0,230,0,0,0,0,0,19.245,15.006,0.000,0.000,
2023,15419,PUD No 3 of Mason County,WA,BPAT,"1,116",509,107,0,"1,732",1.1,0.5,0.1,0.0,1.7,"21,855","6,527","1,279",0,"29,661",1.1,0.5,0.1,0.0,1.7,467,94,10,0,570,0,0,0,0,0,467,94,10,0,570,0,0,0,0,0,19.000,12.000,12.000,0.000,
2023,15466,Public Service Co of Colorado,CO,PSCO,"243,050","311,016","60,112",.,"614,178",52.9,69.7,10.2,.,132.7,"3,069,653","7,105,433","340,519",.,"10,515,605",52.9,69.7,10.2,.,132.7,"19,983","34,428","6,844",.,"61,255","19,657","24,119","1,633",.,"45,409","19,983","34,428","6,844",.,"61,255","19,657","24,119","1,633",.,"45,409",12.630,22.846,5.665,.,
2023,15470,"Duke Energy Indiana, LLC",IN,MISO,"117,861","79,445",0,0,"197,306",17.3,12.4,0.0,0.0,29.7,"429,333","1,104,412",0,0,"1,533,745",17.3,12.4,0.0,0.0,29.7,"1,970","10,454",0,0,"12,424","9,491","7,015",0,0,"16,506","1,970","10,454",0,0,"12,424","9,491","7,015",0,0,"16,506",3.600,13.900,0.000,0.000,
2023,15472,Public Service Co of NH,NH,ISNE,"8,825","54,973",.,.,"63,798",1.5,8.3,.,.,9.8,"135,235","485,924",.,.,"621,160",1.3,8.0,.,.,9.2,"17,484","13,810",.,.,"31,294","3,097","3,051",.,.,"6,148","17,484","13,810",.,.,"31,294","3,097","3,051",.,.,"6,148",15.320,8.840,.,.,www.puc.nh.gov/electric/coreenergyprograms.htm
2023,15473,Public Service Co of NM,NM,PNM,"60,570","19,678","11,295",0,"91,544",10.2,3.8,1.9,0.0,15.9,"521,714","177,105","91,291",0,"790,109",9.6,3.0,1.9,0.0,14.6,"7,884","3,257","1,648",0,"12,790","6,510","2,580","1,563",0,"10,654","7,884","3,257","1,648",0,"12,790","6,510","2,580","1,563",0,"10,654",8.600,9.000,8.100,0.000,
2023,15474,Public Service Co of Oklahoma,OK,SWPP,"932,111","37,265",0,0,"969,376",5.2,64.9,0.0,0.0,70.1,"1,522,851","991,372",0,0,"2,514,223",5.2,64.9,0.0,0.0,70.1,"11,734","9,219",0,0,"20,953","7,592","4,722",0,0,"12,314","11,734","9,219",0,0,"20,953","7,592","4,722",0,0,"12,314",1.600,26.600,0.000,0.000,
2023,15477,Public Service Elec & Gas Co,NJ,PJM,"281,867","490,981",0,0,"772,848",20.7,78.8,0.0,0.0,99.5,"3,094,369","6,499,579",.,.,"9,593,948",20.7,78.8,.,.,99.5,"193,666","178,735",.,.,"372,401","67,185","72,647",.,.,"139,832","193,666","178,735",.,.,"372,401","67,185","72,647",.,.,"139,832",10.980,13.240,0.000,0.000,
2023,15500,Puget Sound Energy Inc,WA,PSEI,"95,330","142,635","20,144",.,"258,108",19.3,16.4,2.5,.,38.2,"1,103,462","1,768,898","231,413",.,"3,103,773",19.3,16.4,2.5,.,38.2,"31,107","36,262","4,029",.,"71,398","14,327","13,195","1,466",.,"28,988","31,107","36,262","4,029",.,"71,398","14,327","13,195","1,466",.,"28,988",11.580,12.400,11.490,.,www.utc.wa.gov
2023,15671,Randolph Electric Member Corp,NC,CPLE,.,43,.,.,43,.,.,.,.,.,.,"1,169",.,.,"1,169",.,.,.,.,.,.,6,.,.,6,.,.,.,.,.,.,6,.,.,6,.,.,.,.,.,.,15.000,.,.,
2023,15700,Rayle Electric Membership Corp,GA,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,48,.,.,.,48,.,.,.,.,.,.,.,.,.,
2023,15748,Town of Reading - (MA),MA,ISNE,242,0,0,0,242,0.1,0.0,0.0,0.0,0.1,"2,444",0,0,0,"2,444",0.1,0.0,0.0,0.0,0.1,35,0,0,0,35,3,0,0,0,3,35,0,0,0,35,3,0,0,0,3,9.960,.,.,.,https://www.rmld.com/efficiency-electrification-programs
2023,15783,City of Redding - (CA),CA,,6,0,0,.,6,0.0,0.0,0.0,.,0.0,92,0,0,.,92,0.0,0.0,0.0,.,0.0,309,.,.,.,309,117,.,.,.,117,309,.,.,.,309,117,.,.,.,117,12.244,0.000,0.000,0.000,
2023,15979,City of Richland - (WA),WA,BPAT,"1,350","3,153","3,123",.,"7,626",0.2,0.6,0.6,.,1.4,"29,012","32,261","27,579",.,"88,852",0.2,0.6,0.6,.,1.4,767,250,470,.,"1,487",.,.,.,.,.,767,250,470,.,"1,487",.,.,.,.,.,21.490,10.560,8.830,.,
2023,16060,Riverland Energy Cooperative,WI,MISO,725,"1,090",.,.,"1,815",0.1,0.2,.,.,0.2,"11,272","15,340",.,.,"26,612",0.1,0.2,.,.,0.2,79,26,.,.,105,0,0,.,.,0,79,26,.,.,105,0,0,.,.,0,15.548,14.074,.,.,
2023,16088,City of Riverside - (CA),CA,CISO,"3,984","6,293",.,.,"10,277",0.5,0.7,.,.,1.2,"91,733","64,776",.,.,"156,509",0.5,0.7,.,.,1.2,"1,183","1,939",.,.,"3,122",.,.,.,.,.,"1,183","1,939",.,.,"3,122",.,.,.,.,.,23.020,10.290,.,.,
2023,16101,Roanoke Electric Member Corp,NC,PJM,149,.,.,.,149,0.0,.,.,.,0.0,"1,788",.,.,.,"1,788",0.0,.,.,.,0.0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,12.000,.,.,.,
2023,16181,Rochester Public Utilities,MN,MISO,"4,681","9,905","3,399",.,"17,985",0.8,1.5,0.3,.,2.6,"37,307","131,783","62,201",.,"231,291",0.8,1.5,0.3,.,2.6,755,857,160,.,"1,772",324,226,22,.,572,755,857,160,.,"1,772",324,226,22,.,572,10.000,10.000,10.000,.,
2023,16183,Rochester Gas & Electric Corp,NY,NYIS,"54,914","32,169",.,.,"87,083",6.3,3.7,.,.,9.9,"606,170","379,587",.,.,"985,757",6.3,3.7,.,.,9.9,"6,483","4,185",.,.,"10,668","2,295","1,086",.,.,"3,382","6,483","4,185",.,.,"10,668","2,295","1,086",.,.,"3,382",15.000,15.000,.,.,
2023,16213,Rockland Electric Co,NJ,PJM,"9,008","6,877",0,0,"15,885",0.4,1.6,0.0,0.0,2.0,"83,495","98,705",0,0,"182,200",5.9,22.4,0.0,0.0,28.3,583,"2,223",0,0,"2,806","1,504","2,298",0,0,"3,802",583,"2,223",0,0,"2,806","1,504","2,298",0,0,"3,802",8.300,14.600,0.000,0.000,
2023,16295,City of Roseville - (CA),CA,BANC,"17,815","2,854",424,.,"21,093",0.2,0.8,0.0,.,1.0,"68,964","32,103","8,483",.,"109,550",0.2,0.8,0.0,.,1.0,"2,356",705,92,.,"3,153","1,532",410,87,.,"2,029","2,356",705,92,.,"3,153","1,532",410,87,.,"2,029",12.302,11.502,20.000,.,
2023,16534,Sacramento Municipal Util Dist,CA,BANC,"78,127","21,838",0,.,"99,965",11.7,3.3,0.0,.,15.0,"1,134,869","254,972",0,.,"1,389,841",11.7,3.3,0.0,.,15.0,"14,524","9,224",.,.,"23,748","16,287","6,824",.,.,"23,111","14,524","9,224",.,.,"23,748","16,287","6,824",.,.,"23,111",14.683,13.007,.,.,
2023,16555,Salem Electric - (OR),OR,BPAT,531,"1,088",.,.,"1,619",4.3,6.8,.,.,11.1,"11,815","14,688",.,.,"26,503",4.3,6.8,.,.,11.1,332,155,.,.,487,139,41,.,.,180,332,155,.,.,487,139,41,.,.,180,22.250,13.500,.,.,
2023,16572,Salt River Project,AZ,SRP,"445,605","159,901",.,.,"605,506",115.0,29.0,.,.,144.0,"2,768,209","2,641,688",.,.,"5,409,897",115.0,29.0,.,.,144.0,"15,845","13,460",.,.,"29,305","8,096","7,785",.,.,"15,881","15,845","13,460",.,.,"29,305","8,096","7,785",.,.,"15,881",6.210,16.520,.,.,
2023,16603,"San Luis Valley R E C, Inc",CO,WACM,132,.,80,.,211,0.0,.,0.0,.,0.0,"1,848",.,956,.,"2,804",0.0,.,0.0,.,0.0,33,.,3,.,36,.,.,.,.,.,33,.,3,.,36,.,.,.,.,.,16.310,.,12.000,.,
2023,16604,City of San Antonio - (TX),TX,ERCO,"67,506","93,528",0,0,"161,034",18.4,17.8,0.0,0.0,36.1,"1,041,347","1,003,063",0,0,"2,044,410",18.4,17.8,0.0,0.0,36.1,"29,087","11,930",0,0,"41,016","2,796",448,0,0,"3,243","29,087","11,930",0,0,"41,016","2,796",448,0,0,"3,243",15.430,10.720,0.000,0.000,
2023,16606,"Santee Electric Coop, Inc",SC,SC,213,.,.,.,213,.,.,.,.,.,"2,556",.,.,.,"2,556",.,.,.,.,.,.,.,.,.,.,14,.,.,.,14,.,.,.,.,.,173,.,.,.,173,12.000,.,.,.,
2023,16609,San Diego Gas & Electric Co,CA,CISO,"240,104","252,999","31,154",0,"524,256",52.6,42.7,4.4,0.0,99.7,"2,552,023","3,452,832","494,141",0,"6,498,996",31.1,25.2,2.6,0.0,58.9,"5,024","9,866",44,0,"14,933","13,172","25,869",115,0,"39,156","5,024","9,866",44,0,"14,933","13,172","25,869",115,0,"39,156",10.629,13.648,15.861,0.000,https://www.sdge.com/rates-and-regulations/regulatory-filing/914/energy-efficiency-filings; https://cedars.sound-data.com/documents/standalone/list/ https://cedars.sound-data.com/claims/confirmed-dashboard/2023/ 
2023,16612,City & County of San Francisco,CA,CISO,.,487,.,.,487,.,0.1,.,.,0.1,.,"7,299",.,.,"7,299",.,0.1,.,.,0.1,.,117,.,.,117,.,38,.,.,38,.,117,.,.,117,.,38,.,.,38,.,15.000,.,.,
2023,16622,"San Miguel Power Assn, Inc",CO,WACM,"1,165",53,.,.,"1,218",0.1,0.0,.,.,0.1,"2,078","1,514",.,.,"3,592",0.1,0.0,.,.,0.1,16,1,.,.,17,.,.,.,.,.,16,1,.,.,17,.,.,.,.,.,15.060,12.000,.,.,
2023,16655,City of Santa Clara - (CA),CA,CISO,7,"15,409",94,.,"15,510",0.0,2.2,0.0,.,2.2,43,"207,956","1,130",.,"209,129",0.0,2.0,0.0,.,2.0,1,"1,188",16,.,"1,205",397,"1,952",2,.,"2,351",1,"1,188",16,.,"1,205",397,"1,952",2,.,"2,351",9.110,14.984,12.000,.,
2023,16674,Satilla Rural Elec Member Corporation,GA,SOCO,15,.,.,.,15,0.1,.,.,.,0.1,"1,143",.,.,.,"1,143",0.1,.,.,.,0.1,1,.,.,.,1,4,.,.,.,4,39,.,.,.,39,51,.,.,.,51,10.000,.,.,.,
2023,16740,Scenic Rivers Energy Coop,WI,MISO,331,20,1,.,352,0.5,0.0,0.0,0.0,0.6,"5,290",195,29,0,"5,514",0.5,0.0,0.0,0.0,0.6,69,1,1,0,70,48,0,3,0,51,69,1,1,0,70,48,0,3,0,51,15.981,9.759,28.954,0.000,
2023,16865,Sawnee Electric Membership Corporation,GA,SOCO,919,68,0,0,987,1.0,0.0,0.0,0.0,1.0,"9,008",276,0,0,"9,284",1.0,0.0,0.0,0.0,1.0,73,3,0,0,76,77,0,.,.,77,73,3,0,0,76,77,0,.,.,77,7.650,15.000,0.000,0.000,
2023,16868,City of Seattle - (WA),WA,SCL,"18,534","44,485","5,267",.,"68,286",3.2,8.2,1.0,.,12.4,"143,154","535,023","58,616",.,"736,793",2.4,6.7,0.9,.,10.0,"2,568","6,439",28,.,"9,035","6,531","13,191",437,.,"20,159","2,568","6,439",28,.,"9,035","6,531","13,191",437,.,"20,159",7.724,12.027,11.129,.,N/A
2023,16971,Shakopee Public Utilities Comm,MN,MISO,"1,351",349,"5,438",0,"7,137",0.2,0.1,1.0,0.0,1.3,"11,662","2,790","40,711",0,"55,162",0.2,0.1,0.9,0.0,1.2,286,25,454,0,765,30,0,90,0,120,286,25,454,0,765,30,0,90,0,120,8.630,8.000,8.000,0.000,
