,State,County,Population,Risk_Score,Risk_Rating
502,GA,Polk,42781,56.57015590200446,Relatively Low
503,GA,Pulaski,9043,12.058542793509384,Very Low
504,GA,Putnam,22025,27.076041998090997,Very Low
505,GA,Quitman,2235,10.7858733693923,Very Low
506,GA,Rabun,16845,22.11263124403436,Very Low
507,GA,Randolph,6425,28.189627744193444,Very Low
508,GA,Richmond,206329,88.73687559656379,Relatively Moderate
509,GA,Rockdale,93392,63.888005090677694,Relatively Low
510,GA,Schley,4547,2.44988864142539,Very Low
511,GA,Screven,13974,67.99236398345529,Relatively Low
512,GA,Seminole,9105,62.997136493795736,Relatively Low
513,GA,Spalding,67247,44.86159720012727,Very Low
514,GA,Stephens,26715,29.30321349029589,Very Low
515,GA,Stewart,5305,11.804008908685969,Very Low
516,GA,Sumter,29566,58.765510658606416,Relatively Low
517,GA,Talbot,5719,3.627107858733694,Very Low
518,GA,Taliaferro,1554,1.11358574610245,Very Low
519,GA,Tattnall,22744,83.32803054406618,Relatively Moderate
520,GA,Taylor,7801,8.558701877187401,Very Low
521,GA,Telfair,12229,36.20744511613109,Very Low
522,GA,Terrell,9136,23.35348393254852,Very Low
523,GA,Thomas,45777,85.33248488705057,Relatively Moderate
524,GA,Tift,41296,73.8466433343939,Relatively Low
525,GA,Toombs,26961,66.78332803054407,Relatively Low
526,GA,Towns,12478,10.976773783009865,Very Low
527,GA,Treutlen,6396,12.440343620744512,Very Low
528,GA,Troup,69343,67.32421253579382,Relatively Low
529,GA,Turner,8965,26.853324848870507,Very Low
530,GA,Twiggs,7996,4.995227489659561,Very Low
531,GA,Union,24618,28.06236080178174,Very Low
532,GA,Upson,27681,18.867324212535795,Very Low
533,GA,Walker,67609,73.78300986318803,Relatively Low
534,GA,Walton,96630,58.19280941775374,Relatively Low
535,GA,Ware,36208,71.55583837098314,Relatively Low
536,GA,Warren,5214,6.713331212217627,Very Low
537,GA,Washington,19925,28.380528157811007,Very Low
538,GA,Wayne,30031,75.94654788418707,Relatively Low
539,GA,Webster,2324,4.549793191218581,Very Low
540,GA,Wheeler,7437,8.590518612790328,Very Low
541,GA,White,27990,34.77569201399937,Very Low
542,GA,Whitfield,102749,80.1781737193764,Relatively Low
543,GA,Wilcox,8740,22.748965956092903,Very Low
544,GA,Wilkes,9516,15.622017181037226,Very Low
545,GA,Wilkinson,8860,6.013363028953229,Very Low
546,GA,Worth,20684,54.66115176582883,Relatively Low
547,HI,Hawaii,200469,97.58192809417754,Relatively High
548,HI,Honolulu,1013620,94.05027044225263,Relatively Moderate
549,HI,Kalawao,82,0.063633471205854,Very Low
550,HI,Kauai,73136,74.41934457524657,Relatively Low
551,HI,Maui,164632,87.68692332166718,Relatively Moderate
552,ID,Ada,494805,87.94145720649061,Relatively Moderate
553,ID,Adams,4357,50.90677696468342,Relatively Low
554,ID,Bannock,86991,65.70155902004454,Relatively Low
555,ID,Bear Lake,6369,6.840598154629335,Very Low
556,ID,Benewah,9494,5.917912822144448,Very Low
557,ID,Bingham,47925,50.68405981546293,Relatively Low
558,ID,Blaine,24251,42.02990773146675,Very Low
559,ID,Boise,7582,61.62901686286986,Relatively Low
560,ID,Bonner,46954,27.712376710149535,Very Low
561,ID,Bonneville,123895,71.36493795736557,Relatively Low
562,ID,Boundary,12050,20.39452752147629,Very Low
563,ID,Butte,2574,3.531657651924912,Very Low
564,ID,Camas,1059,2.386255170219535,Very Low
565,ID,Canyon,230937,65.25612472160356,Relatively Low
566,ID,Caribou,7026,11.517658288259623,Very Low
567,ID,Cassia,24356,48.52052179446389,Relatively Low
568,ID,Clark,783,4.867960547247852,Very Low
569,ID,Clearwater,8728,25.51702195354756,Very Low
570,ID,Custer,4271,15.972001272669424,Very Low
571,ID,Elmore,28530,79.35093859370029,Relatively Low
572,ID,Franklin,14177,9.704104358892778,Very Low
573,ID,Fremont,13341,38.49825007954184,Very Low
574,ID,Gem,19098,49.37957365574292,Relatively Low
575,ID,Gooding,15584,43.77982818962774,Very Low
576,ID,Idaho,16440,80.90995863824371,Relatively Low
577,ID,Jefferson,30825,37.639198218262806,Very Low
578,ID,Jerome,24208,21.667196945593385,Very Low
579,ID,Kootenai,171251,61.31084950684061,Relatively Low
580,ID,Latah,39513,17.053770283168948,Very Low
581,ID,Lemhi,7951,32.198536430162264,Very Low
582,ID,Lewis,3530,4.804327076041998,Very Low
583,ID,Lincoln,5117,25.803372573973913,Very Low
584,ID,Madison,52900,36.87559656379256,Very Low
585,ID,Minidoka,21577,23.989818644607062,Very Low
586,ID,Nez Perce,42062,16.89468660515431,Very Low
587,ID,Oneida,4563,4.327076041998091,Very Low
588,ID,Owyhee,11869,37.54374801145402,Very Low
589,ID,Payette,25363,20.044543429844097,Very Low
590,ID,Power,7876,26.21699013681196,Very Low
591,ID,Shoshone,13154,8.717785555202036,Very Low
592,ID,Teton,11613,27.93509385937003,Very Low
593,ID,Twin Falls,89972,51.3522112631244,Relatively Low
594,ID,Valley,11617,58.25644288895959,Relatively Low
595,ID,Washington,10478,39.99363665287942,Very Low
596,IL,Adams,65679,51.097677378300986,Relatively Low
597,IL,Alexander,5231,55.93382118994591,Relatively Low
598,IL,Bond,16725,44.03436207445116,Very Low
599,IL,Boone,53397,54.533884823417125,Relatively Low
600,IL,Brown,6230,6.140629971364938,Very Low
601,IL,Bureau,33213,63.44257079223672,Relatively Low
602,IL,Calhoun,4437,3.818008272351257,Very Low
603,IL,Carroll,15692,44.416162901686285,Very Low
604,IL,Cass,13037,30.38498250079542,Very Low
605,IL,Champaign,205823,85.49156856506522,Relatively Moderate
606,IL,Christian,33996,52.68851415844735,Relatively Low
607,IL,Clark,15435,29.016862869869552,Very Low
608,IL,Clay,13270,48.075087496022896,Very Low
609,IL,Clinton,36801,65.7651924912504,Relatively Low
610,IL,Coles,46818,68.8195991091314,Relatively Low
611,IL,Cook,5272775,99.61819917276488,Very High
612,IL,Crawford,18678,52.65669742284441,Relatively Low
613,IL,Cumberland,10425,16.35380209990455,Very Low
614,IL,Dekalb,100385,74.89659560929049,Relatively Low
615,IL,De Witt,15516,24.212535793827552,Very Low
616,IL,Douglas,19718,44.320712694877514,Very Low
617,IL,Dupage,932368,94.94113903913457,Relatively Moderate
618,IL,Edgar,16856,41.48902322621699,Very Low
619,IL,Edwards,6245,14.731148584155266,Very Low
620,IL,Effingham,34654,62.42443525294304,Relatively Low
621,IL,Fayette,21487,42.53897550111358,Very Low
622,IL,Ford,13516,19.85364301622653,Very Low
623,IL,Franklin,37777,75.3738466433344,Relatively Low
624,IL,Fulton,33569,61.34266624244352,Relatively Low
625,IL,Gallatin,4943,29.23958001909004,Very Low
626,IL,Greene,11985,12.185809735921096,Very Low
627,IL,Grundy,52475,64.3652561247216,Relatively Low
628,IL,Hamilton,7953,53.38848234171174,Relatively Low
629,IL,Hancock,17592,20.68087814190264,Very Low
630,IL,Hardin,3643,10.817690104995227,Very Low
631,IL,Henderson,6382,9.926821508113267,Very Low
632,IL,Henry,49270,66.94241170855871,Relatively Low
633,IL,Iroquois,27072,44.47979637289214,Very Low
634,IL,Jackson,52912,84.5370664969774,Relatively Moderate
635,IL,Jasper,9278,32.73942093541203,Very Low
636,IL,Jefferson,37082,82.27807826916958,Relatively Low
637,IL,Jersey,21501,25.771555838370983,Very Low
638,IL,Jo Daviess,22021,44.447979637289215,Very Low
639,IL,Johnson,13301,50.461342666242444,Relatively Low
640,IL,Kane,516173,90.0413617562838,Relatively Moderate
641,IL,Kankakee,107359,71.17403754374801,Relatively Low
642,IL,Kendall,131852,73.56029271396754,Relatively Low
643,IL,Knox,49886,57.30194082087178,Relatively Low
644,IL,Lake,713483,93.73210308622335,Relatively Moderate
645,IL,Lasalle,109558,75.43748011454025,Relatively Low
646,IL,Lawrence,15271,47.05695195672924,Very Low
647,IL,Lee,34125,57.492841234489354,Relatively Low
648,IL,Livingston,35797,44.543429844098,Very Low
649,IL,Logan,27961,61.0881323576201,Relatively Low
650,IL,Mcdonough,27238,31.498568246897868,Very Low
651,IL,Mchenry,310151,85.7142857142857,Relatively Moderate
652,IL,Mclean,170926,81.06904231625836,Relatively Low
653,IL,Macon,103930,77.25103404390708,Relatively Low
654,IL,Macoupin,44940,72.22398981864461,Relatively Low
655,IL,Madison,265727,92.4912503977092,Relatively Moderate
656,IL,Marion,37690,73.14667515112947,Relatively Low
657,IL,Marshall,11735,36.17562838052816,Very Low
658,IL,Mason,13071,45.0206808781419,Very Low
659,IL,Massac,14128,68.40598154629335,Relatively Low
660,IL,Menard,12284,32.357620108176896,Very Low
661,IL,Mercer,15683,24.435252943048045,Very Low
662,IL,Monroe,34896,54.82023544384346,Relatively Low
663,IL,Montgomery,28277,56.28380528157811,Relatively Low
664,IL,Morgan,32911,61.81991727648744,Relatively Low
665,IL,Moultrie,14522,33.08940502704423,Very Low
666,IL,Ogle,51743,60.9608654152084,Relatively Low
667,IL,Peoria,181691,85.01431753102133,Relatively Moderate
668,IL,Perry,20924,70.47406936048361,Relatively Low
669,IL,Piatt,16660,26.7260579064588,Very Low
670,IL,Pike,14724,18.517340120903597,Very Low
671,IL,Pope,3760,24.180719058224625,Very Low
672,IL,Pulaski,5180,38.370983137130125,Very Low
673,IL,Putnam,5637,10.849506840598156,Very Low
674,IL,Randolph,30151,75.66019726376074,Relatively Low
675,IL,Richland,15809,43.58892777601017,Very Low
676,IL,Rock Island,144591,72.25580655424754,Relatively Low
677,IL,St. Clair,257200,93.25485205217944,Relatively Moderate
678,IL,Saline,23693,67.89691377664651,Relatively Low
679,IL,Sangamon,196182,88.54597518294622,Relatively Moderate
680,IL,Schuyler,6902,17.34012090359529,Very Low
681,IL,Scott,4937,7.954183900731785,Very Low
682,IL,Shelby,20974,33.12122176264715,Very Low
683,IL,Stark,5400,16.035634743875278,Very Low
684,IL,Stephenson,44602,68.119630925867,Relatively Low
685,IL,Tazewell,131288,82.40534521158129,Relatively Low
686,IL,Union,17217,53.83391664015272,Relatively Low
687,IL,Vermilion,74163,66.30607699650017,Relatively Low
688,IL,Wabash,11347,23.767101495386573,Very Low
689,IL,Warren,16835,25.26248806872415,Very Low
690,IL,Washington,13755,47.66146993318486,Very Low
691,IL,Wayne,16161,45.87973273942094,Very Low
692,IL,White,13871,56.85650652243079,Relatively Low
693,IL,Whiteside,55637,56.1565383391664,Relatively Low
694,IL,Will,696135,93.47756920139992,Relatively Moderate
695,IL,Williamson,67101,83.55074769328665,Relatively Moderate
696,IL,Winnebago,285162,90.45497931912185,Relatively Moderate
697,IL,Woodford,38455,49.53865733375756,Relatively Low
698,IN,Adams,35787,43.27076041998091,Very Low
699,IN,Allen,385219,86.41425389755011,Relatively Moderate
700,IN,Bartholomew,82160,78.52370346802418,Relatively Low
701,IN,Benton,8719,11.1358574610245,Very Low
702,IN,Blackford,12110,11.67674196627426,Very Low
703,IN,Boone,70777,37.57556474705695,Very Low
704,IN,Brown,15475,12.885777919185491,Very Low
705,IN,Carroll,20289,35.57111040407254,Very Low
706,IN,Cass,37854,30.09863188036908,Very Low
707,IN,Clark,120950,81.92809417753737,Relatively Low
708,IN,Clay,26463,43.87527839643652,Very Low
709,IN,Clinton,33183,40.05727012408527,Very Low
710,IN,Crawford,10515,32.7076041998091,Very Low
711,IN,Daviess,33361,58.98822780782693,Relatively Low
712,IN,Dearborn,50661,47.152402163538014,Very Low
713,IN,Decatur,26440,33.025771555838375,Very Low
714,IN,Dekalb,43222,42.22080814508431,Very Low
715,IN,Delaware,111870,73.97391027680558,Relatively Low
716,IN,Dubois,43629,52.5294304804327,Relatively Low
717,IN,Elkhart,206994,75.69201399936367,Relatively Low
718,IN,Fayette,23396,31.37130130448616,Very Low
719,IN,Floyd,80437,68.62869869551385,Relatively Low
720,IN,Fountain,16462,34.934775692014,Very Low
721,IN,Franklin,22784,27.39420935412027,Very Low
722,IN,Fulton,20480,19.280941775373847,Very Low
723,IN,Gibson,33008,57.01559020044543,Relatively Low
724,IN,Grant,66634,63.156220171810375,Relatively Low
725,IN,Greene,30764,51.384027998727326,Relatively Low
726,IN,Hamilton,347343,86.1597200127267,Relatively Moderate
727,IN,Hancock,79788,48.67960547247852,Relatively Low
728,IN,Harrison,39636,60.19726376073815,Relatively Low
729,IN,Hendricks,172437,70.12408526885142,Relatively Low
730,IN,Henry,48893,53.67483296213808,Relatively Low
731,IN,Howard,83653,68.3423480750875,Relatively Low
732,IN,Huntington,36617,37.25739739102768,Very Low
733,IN,Jackson,46428,69.74228444161629,Relatively Low
734,IN,Jasper,32881,40.53452115812918,Very Low
735,IN,Jay,20478,32.993954820235444,Very Low
736,IN,Jefferson,33067,59.14731148584154,Relatively Low
737,IN,Jennings,27585,28.635062042634424,Very Low
738,IN,Johnson,161668,81.73719376391982,Relatively Low
739,IN,Knox,36280,66.17881005408846,Relatively Low
740,IN,Kosciusko,80193,66.59242761692651,Relatively Low
741,IN,Lagrange,40441,52.87941457206491,Relatively Low
742,IN,Lake,498479,92.77760101813554,Relatively Moderate
743,IN,Laporte,112304,74.06936048361437,Relatively Low
744,IN,Lawrence,44976,52.338530066815146,Relatively Low
745,IN,Madison,130062,72.12853961183582,Relatively Low
746,IN,Marion,977041,93.28666878778238,Relatively Moderate
747,IN,Marshall,46062,42.50715876551065,Very Low
748,IN,Martin,9780,13.808463251670378,Very Low
749,IN,Miami,35962,27.521476296531976,Very Low
750,IN,Monroe,139535,68.08781419026408,Relatively Low
751,IN,Montgomery,37923,53.356665606108805,Relatively Low
752,IN,Morgan,71729,62.58351893095768,Relatively Low
753,IN,Newton,13806,16.22653515749284,Very Low
754,IN,Noble,47434,49.15685650652243,Relatively Low
755,IN,Ohio,5935,6.745147947820554,Very Low
756,IN,Orange,19861,45.84791600381801,Very Low
757,IN,Owen,21316,45.43429844097995,Very Low
758,IN,Parke,16156,33.82118994591155,Very Low
759,IN,Perry,19166,45.497931912185805,Very Low
760,IN,Pike,12239,25.421571746738785,Very Low
761,IN,Porter,173161,80.24180719058225,Relatively Low
762,IN,Posey,25205,54.5020680878142,Relatively Low
763,IN,Pulaski,12514,10.499522748965957,Very Low
764,IN,Putnam,36701,37.60738148265988,Very Low
765,IN,Randolph,24502,35.73019408208718,Very Low
766,IN,Ripley,28944,49.57047406936048,Relatively Low
767,IN,Rush,16749,21.285396118358257,Very Low
768,IN,St. Joseph,272680,72.89214126630608,Relatively Low
769,IN,Scott,24384,48.01145402481705,Very Low
770,IN,Shelby,45055,53.00668151447662,Relatively Low
771,IN,Spencer,19789,39.611835825644285,Very Low
772,IN,Starke,23365,23.89436843779828,Very Low
773,IN,Steuben,34413,29.175946547884184,Very Low
774,IN,Sullivan,20808,33.916640152720326,Very Low
775,IN,Switzerland,9726,23.25803372573974,Very Low
776,IN,Tippecanoe,186025,78.33280305440663,Relatively Low
777,IN,Tipton,15348,23.321667196945597,Very Low
778,IN,Union,7087,5.727012408526885,Very Low
779,IN,Vanderburgh,180120,90.13681196309257,Relatively Moderate
780,IN,Vermillion,15439,30.73496659242761,Very Low
781,IN,Vigo,106114,79.19185491568565,Relatively Low
782,IN,Wabash,30942,45.179764556156535,Very Low
783,IN,Warren,8438,8.78141902640789,Very Low
784,IN,Warrick,63877,68.6923321667197,Relatively Low
785,IN,Washington,28144,51.32039452752147,Relatively Low
786,IN,Wayne,66531,62.01081769010499,Relatively Low
787,IN,Wells,28178,31.116767419662743,Very Low
788,IN,White,24684,26.057906458797326,Very Low
789,IN,Whitley,34144,35.34839325485205,Very Low
790,IA,Adair,7418,37.00286350620426,Very Low
791,IA,Adams,3704,17.849188673242125,Very Low
792,IA,Allamakee,14052,23.7989182309895,Very Low
793,IA,Appanoose,12311,40.50270442252625,Very Low
794,IA,Audubon,5674,29.58956411072224,Very Low
795,IA,Benton,25558,48.2978046452434,Relatively Low
796,IA,Black Hawk,131044,81.7053770283169,Relatively Low
797,IA,Boone,26715,46.10244988864143,Very Low
798,IA,Bremer,24970,38.3391664015272,Very Low
799,IA,Buchanan,20565,45.27521476296532,Very Low
800,IA,Buena Vista,20823,50.39770919503659,Relatively Low
801,IA,Butler,14334,43.33439389118677,Very Low
802,IA,Calhoun,9927,60.41998090995864,Relatively Low
803,IA,Carroll,20756,62.647152402163535,Relatively Low
804,IA,Cass,13124,46.452433980273625,Very Low
805,IA,Cedar,18505,46.134266624244354,Very Low
806,IA,Cerro Gordo,43117,65.82882596245625,Relatively Low
807,IA,Cherokee,11649,36.93923003499841,Very Low
808,IA,Chickasaw,12002,39.29366846961501,Very Low
809,IA,Clarke,9747,34.48934139357302,Very Low
810,IA,Clay,16377,51.256761056315625,Relatively Low
811,IA,Clayton,17028,52.84759783646198,Relatively Low
812,IA,Clinton,46429,70.98313713013044,Relatively Low
813,IA,Crawford,16525,71.42857142857143,Relatively Low
814,IA,Dallas,99673,72.98759147311486,Relatively Low
815,IA,Davis,9094,41.839007317849195,Very Low
816,IA,Decatur,7645,29.525930639516385,Very Low
817,IA,Delaware,17486,59.02004454342984,Relatively Low
818,IA,Des Moines,38895,69.45593382118993,Relatively Low
819,IA,Dickinson,17612,43.8434616608336,Very Low
820,IA,Dubuque,99148,77.85555202036272,Relatively Low
821,IA,Emmet,9388,28.889595927457844,Very Low
822,IA,Fayette,19509,56.06108813235762,Relatively Low
823,IA,Floyd,15615,42.95259306395164,Very Low
824,IA,Franklin,10019,42.443525294304806,Very Low
825,IA,Fremont,6605,38.18008272351256,Very Low
826,IA,Greene,8769,46.5478841870824,Very Low
827,IA,Grundy,12329,35.47566019726376,Very Low
828,IA,Guthrie,10623,53.03849825007954,Relatively Low
829,IA,Hamilton,15039,42.47534202990773,Very Low
830,IA,Hancock,10795,38.53006681514477,Very Low
831,IA,Hardin,16876,60.92904867960547,Relatively Low
832,IA,Harrison,14559,49.44320712694877,Relatively Low
833,IA,Henry,20465,33.24848870505886,Very Low
834,IA,Howard,9449,34.075723830734965,Very Low
835,IA,Humboldt,9597,29.653197581928094,Very Low
836,IA,Ida,7001,25.48520521794464,Very Low
837,IA,Iowa,16661,54.279350938593694,Relatively Low
838,IA,Jackson,19475,55.04295259306395,Relatively Low
839,IA,Jasper,37808,56.82468978682788,Relatively Low
840,IA,Jefferson,15635,21.317212853961184,Very Low
841,IA,Johnson,152809,93.19121858097358,Relatively Moderate
842,IA,Jones,20631,55.106586064269806,Relatively Low
843,IA,Keokuk,10033,29.716831053133948,Very Low
844,IA,Kossuth,14815,56.347438752783965,Relatively Low
845,IA,Lee,33538,58.95641107222399,Relatively Low
846,IA,Linn,230253,91.72764874323894,Relatively Moderate
847,IA,Louisa,10837,50.27044225262488,Relatively Low
848,IA,Lucas,8623,27.553293032134903,Very Low
849,IA,Lyon,11934,34.29844097995546,Very Low
850,IA,Madison,16548,24.530703149856823,Very Low
851,IA,Mahaska,22167,42.920776328348715,Very Low
852,IA,Marion,33404,43.68437798281896,Very Low
853,IA,Marshall,40092,68.85141584473433,Relatively Low
854,IA,Mills,14475,38.75278396436526,Very Low
855,IA,Mitchell,10556,38.43461660833599,Very Low
856,IA,Monona,8738,30.575882914412983,Very Low
857,IA,Monroe,7577,21.63538020999045,Very Low
858,IA,Montgomery,10330,40.37543748011454,Very Low
859,IA,Muscatine,43233,54.91568565065224,Relatively Low
860,IA,O'Brien,14182,67.41966274260261,Relatively Low
861,IA,Osceola,6192,52.274896595609285,Relatively Low
862,IA,Page,15202,44.1934457524658,Very Low
863,IA,Palo Alto,8984,46.70696786509704,Very Low
864,IA,Plymouth,25687,40.089086859688194,Very Low
865,IA,Pocahontas,7078,36.8119630925867,Very Low
866,IA,Polk,492316,91.53674832962136,Relatively Moderate
867,IA,Pottawattamie,93646,83.58256442888958,Relatively Moderate
868,IA,Poweshiek,18662,49.41139039134585,Relatively Low
869,IA,Ringgold,4653,20.076360165447024,Very Low
870,IA,Sac,9814,55.39293668469615,Relatively Low
871,IA,Scott,174636,82.05536111994908,Relatively Low
872,IA,Shelby,11738,42.31625835189309,Very Low
873,IA,Sioux,35872,66.56061088132358,Relatively Low
874,IA,Story,98533,76.01018135539293,Relatively Low
875,IA,Tama,17081,52.72033089405027,Relatively Low
876,IA,Taylor,5889,28.221444479796368,Very Low
877,IA,Union,12125,36.01654470251352,Very Low
878,IA,Van Buren,7203,27.266942411708563,Very Low
879,IA,Wapello,35423,63.21985364301622,Relatively Low
880,IA,Warren,52398,47.91600381800827,Very Low
881,IA,Washington,22565,61.43811644925231,Relatively Low
882,IA,Wayne,6492,25.29430480432708,Very Low
883,IA,Webster,36988,75.18294622971683,Relatively Low
884,IA,Winnebago,10679,31.97581928094177,Very Low
885,IA,Winneshiek,20051,45.14794782055361,Very Low
886,IA,Woodbury,105853,83.4552974864779,Relatively Moderate
887,IA,Worth,7443,24.78523703468024,Very Low
888,IA,Wright,12937,43.1434934775692,Very Low
889,KS,Allen,12525,26.12153993000318,Very Low
890,KS,Anderson,7830,21.44447979637289,Very Low
891,KS,Atchison,16341,23.958001909004132,Very Low
892,KS,Barber,4227,31.72128539611836,Very Low
893,KS,Barton,25485,78.87368755965637,Relatively Low
894,KS,Bourbon,14356,31.27585109767737,Very Low
895,KS,Brown,9503,33.18485523385301,Very Low
896,KS,Butler,67340,80.20999045497933,Relatively Low
897,KS,Chase,2564,25.13522112631244,Very Low
898,KS,Chautauqua,3379,31.848552338530062,Very Low
899,KS,Cherokee,19341,64.46070633153039,Relatively Low
900,KS,Cheyenne,2616,11.867642379891825,Very Low
901,KS,Clark,1991,11.613108495068406,Very Low
902,KS,Clay,8117,21.126312440343614,Very Low
903,KS,Cloud,9027,13.872096722876233,Very Low
904,KS,Coffey,8345,18.45370664969774,Very Low
905,KS,Comanche,1686,12.24944320712695,Very Low
906,KS,Cowley,34541,74.54661151765829,Relatively Low
907,KS,Crawford,38964,74.73751193127583,Relatively Low
908,KS,Decatur,2755,39.961819917276486,Very Low
909,KS,Dickinson,18394,47.43875278396437,Very Low
910,KS,Doniphan,7510,40.725421571746736,Very Low
911,KS,Douglas,118666,79.63728921412662,Relatively Low
912,KS,Edwards,2905,16.003818008272354,Very Low
913,KS,Elk,2483,13.999363665287945,Very Low
914,KS,Ellis,28929,42.18899140948138,Very Low
915,KS,Ellsworth,6367,40.02545338848233,Very Low
916,KS,Finney,38446,72.28762328985046,Relatively Low
917,KS,Ford,34255,65.95609290486796,Relatively Low
918,KS,Franklin,25975,52.97486477887369,Relatively Low
919,KS,Geary,36621,65.35157492841235,Relatively Low
920,KS,Gove,2718,28.985046134266625,Very Low
921,KS,Graham,2412,10.531339484568884,Very Low
922,KS,Grant,7345,41.71174037543748,Very Low
923,KS,Gray,5646,38.78460069996818,Very Low
924,KS,Greeley,1275,30.957683741648108,Very Low
925,KS,Greenwood,6011,18.580973592109448,Very Low
926,KS,Hamilton,2518,12.981228125994274,Very Low
927,KS,Harper,5481,37.321030862233535,Very Low
928,KS,Harvey,34024,70.37861915367483,Relatively Low
929,KS,Haskell,3754,35.09385937002863,Very Low
930,KS,Hodgeman,1723,20.203627107858736,Very Low
931,KS,Jackson,13228,22.17626471524021,Very Low
932,KS,Jefferson,18344,35.44384346166083,Very Low
933,KS,Jewell,2931,42.85714285714285,Very Low
934,KS,Johnson,609569,94.27298759147313,Relatively Moderate
935,KS,Kearny,3977,27.966910594972955,Very Low
936,KS,Kingman,7470,35.793827553293035,Very Low
937,KS,Kiowa,2453,22.908049634107545,Very Low
938,KS,Labette,20166,61.947184218899146,Relatively Low
939,KS,Lane,1571,18.262806236080177,Very Low
940,KS,Leavenworth,81853,74.19662742602608,Relatively Low
941,KS,Lincoln,2939,11.772192173083042,Very Low
942,KS,Linn,9589,26.3760738148266,Very Low
943,KS,Logan,2760,13.33121221762647,Very Low
944,KS,Lyon,32153,49.984091632198535,Relatively Low
945,KS,Mcpherson,30217,66.46516067451479,Relatively Low
946,KS,Marion,11817,53.547566019726375,Relatively Low
947,KS,Marshall,10038,19.185491568565062,Very Low
948,KS,Meade,4051,37.44829780464524,Very Low
949,KS,Miami,34178,54.438434616608326,Relatively Low
950,KS,Mitchell,5793,39.0391345847916,Very Low
951,KS,Montgomery,31479,74.76932866687878,Relatively Low
952,KS,Morris,5370,18.80369074132994,Very Low
953,KS,Morton,2694,12.726694241170854,Very Low
954,KS,Nemaha,10273,31.02131721285396,Very Low
955,KS,Neosho,15904,55.711104040725424,Relatively Low
956,KS,Ness,2686,21.603563474387528,Very Low
957,KS,Norton,5450,40.15272033089405,Very Low
958,KS,Osage,15742,35.95291123130767,Very Low
959,KS,Osborne,3496,23.51256761056316,Very Low
960,KS,Ottawa,5735,24.97613744829781,Very Low
961,KS,Pawnee,6253,45.62519885459752,Very Low
962,KS,Phillips,4978,47.9478205536112,Very Low
963,KS,Pottawatomie,25328,38.084632516703785,Very Low
964,KS,Pratt,9150,39.32548520521794,Very Low
965,KS,Rawlins,2548,18.676423798918236,Very Low
966,KS,Reno,61884,84.91886732421251,Relatively Moderate
967,KS,Republic,4674,12.376710149538656,Very Low
968,KS,Rice,9411,42.793509385937,Very Low
969,KS,Riley,71953,75.7238307349666,Relatively Low
970,KS,Rooks,4918,37.06649697741012,Very Low
971,KS,Rush,2952,23.608017817371937,Very Low
972,KS,Russell,6677,23.289850461342667,Very Low
973,KS,Saline,54303,77.88736875596565,Relatively Low
974,KS,Scott,5151,33.0575882914413,Very Low
975,KS,Sedgwick,523609,94.87750556792872,Relatively Moderate
976,KS,Seward,21948,61.724467069678646,Relatively Low
977,KS,Shawnee,178851,80.36907413299396,Relatively Low
978,KS,Sheridan,2447,34.39389118676424,Very Low
979,KS,Sherman,5926,28.76232898504613,Very Low
980,KS,Smith,3570,39.54820235443843,Very Low
981,KS,Stafford,4061,19.40820871778556,Very Low
982,KS,Stanton,2083,15.208399618199172,Very Low
983,KS,Stevens,5227,31.68946866051543,Very Low
984,KS,Sumner,22359,64.61979000954501,Relatively Low
985,KS,Thomas,7930,22.080814508431438,Very Low
986,KS,Trego,2803,7.540566337893733,Very Low
987,KS,Wabaunsee,6861,17.59465478841871,Very Low
988,KS,Wallace,1512,17.753738466433344,Very Low
989,KS,Washington,5513,29.971364937957368,Very Low
990,KS,Wichita,2136,47.02513522112631,Very Low
991,KS,Wilson,8607,41.01177219217308,Very Low
992,KS,Woodson,3111,4.836143811644925,Very Low
993,KS,Wyandotte,169235,87.17785555202035,Relatively Moderate
994,KY,Adair,18884,36.080178173719375,Very Low
995,KY,Allen,20559,45.3706649697741,Very Low
996,KY,Anderson,23852,33.471205854279354,Very Low
997,KY,Ballard,7718,44.607063315303854,Very Low
998,KY,Barren,44465,66.43334393891188,Relatively Low
999,KY,Bath,12731,16.831053133948455,Very Low
1000,KY,Bell,24010,54.9793191218581,Relatively Low
1001,KY,Boone,135968,75.1511294941139,Relatively Low
1002,KY,Bourbon,20246,32.834871142220805,Very Low
1003,KY,Boyd,48202,42.09354120267261,Very Low
1004,KY,Boyle,30559,45.30703149856824,Very Low
1005,KY,Bracken,8392,9.290486796054724,Very Low
1006,KY,Breathitt,13610,29.875914731148583,Very Low
1007,KY,Breckinridge,20420,51.73401209035953,Relatively Low
1008,KY,Bullitt,82200,75.05567928730513,Relatively Low
1009,KY,Butler,12364,24.307986000636333,Very Low
1010,KY,Caldwell,12649,53.73846643334394,Relatively Low
1011,KY,Calloway,37069,76.04199809099586,Relatively Low
1012,KY,Campbell,92960,58.79732739420936,Relatively Low
1013,KY,Carlisle,4826,32.58033725739739,Very Low
1014,KY,Carroll,10774,28.47597836461979,Very Low
1015,KY,Carter,26602,49.95227489659561,Relatively Low
1016,KY,Casey,15941,28.253261215399295,Very Low
1017,KY,Christian,72692,84.31434934775692,Relatively Moderate
1018,KY,Clark,36972,48.36143811644925,Relatively Low
1019,KY,Clay,20339,35.25294304804327,Very Low
